"site","duration","return_period_yr","AEP","depth_mm","depth_lo_mm","depth_hi_mm","rel_rmse"
"PROSSER CREEK","72h",5,0.2,177.34,176.52,178.47,0.003
"PROSSER CREEK","72h",10,0.1,214.33,211.97,216.15,0.006
"PROSSER CREEK","72h",25,0.04,264.21,257.91,268.68,0.013
"PROSSER CREEK","72h",50,0.02,303.62,292.63,310.5,0.019
"PROSSER CREEK","72h",100,0.01,344.9,328.08,355.11,0.025
"PROSSER CREEK","72h",200,0.005,388.27,365,402.82,0.032
"PROSSER CREEK","72h",500,0.002,449.15,415.54,470.72,0.041
"PROSSER CREEK","72h",1000,0.001,498.08,454.43,526.76,0.048
"PROSSER CREEK","72h",2000,5e-04,549.66,493.69,585.33,0.056
"PROSSER CREEK","72h",5000,2e-04,622.17,548.81,671.49,0.066
"PROSSER CREEK","72h",10000,1e-04,680.5,590.84,741.48,0.073
"UNITY","24h",2,0.5,30,29.85,30.3,0.006
"UNITY","24h",5,0.2,38.53,38.42,38.73,0.003
"UNITY","24h",10,0.1,44.79,44.34,45.14,0.006
"UNITY","24h",25,0.04,53.94,52.73,54.67,0.012
"UNITY","24h",50,0.02,61.87,59.85,63.04,0.018
"UNITY","24h",100,0.01,70.93,67.79,72.57,0.025
"UNITY","24h",200,0.005,81.35,76.74,83.87,0.032
"UNITY","24h",500,0.002,97.59,90.38,101.4,0.042
"UNITY","24h",1000,0.001,112.1,102.32,117.31,0.05
"UNITY","24h",2000,5e-04,128.85,115.81,135.85,0.058
"UNITY","24h",5000,2e-04,155.06,136.21,165.2,0.069
"UNITY","24h",10000,1e-04,178.5,154,191.63,0.078
"UNITY","72h",2,0.5,41.13,40.93,41.41,0.004
"UNITY","72h",5,0.2,53.05,52.85,53.29,0.003
"UNITY","72h",10,0.1,61.11,60.61,61.5,0.005
"UNITY","72h",25,0.04,71.46,70.29,72.34,0.009
"UNITY","72h",50,0.02,79.28,77.36,80.61,0.013
"UNITY","72h",100,0.01,87.15,84.33,89.11,0.018
"UNITY","72h",200,0.005,95.11,91.23,97.81,0.023
"UNITY","72h",500,0.002,105.8,100.29,109.71,0.029
"UNITY","72h",1000,0.001,114.01,107.12,119.16,0.034
"UNITY","72h",2000,5e-04,122.33,113.75,128.92,0.039
"UNITY","72h",5000,2e-04,133.52,122.46,142.03,0.046
"UNITY","72h",10000,1e-04,142.13,129.09,152.1,0.052
"BOR LOST CREEK (MORGAN)","24h",2,0.5,41.53,41.32,41.86,0.004
"BOR LOST CREEK (MORGAN)","24h",5,0.2,53.68,53.47,53.95,0.003
"BOR LOST CREEK (MORGAN)","24h",10,0.1,61.83,61.29,62.27,0.005
"BOR LOST CREEK (MORGAN)","24h",25,0.04,72.26,70.88,73.27,0.01
"BOR LOST CREEK (MORGAN)","24h",50,0.02,80.09,77.93,81.63,0.015
"BOR LOST CREEK (MORGAN)","24h",100,0.01,87.95,84.71,90.18,0.02
"BOR LOST CREEK (MORGAN)","24h",200,0.005,95.85,91.41,98.9,0.025
"BOR LOST CREEK (MORGAN)","24h",500,0.002,106.4,100.22,110.84,0.032
"BOR LOST CREEK (MORGAN)","24h",1000,0.001,114.47,106.74,120.12,0.037
"BOR LOST CREEK (MORGAN)","24h",2000,5e-04,122.62,113.1,129.54,0.043
"BOR LOST CREEK (MORGAN)","24h",5000,2e-04,133.52,121.36,142.57,0.05
"BOR LOST CREEK (MORGAN)","24h",10000,1e-04,141.85,127.49,152.64,0.056
"BOR LOST CREEK (MORGAN)","72h",2,0.5,56.29,55.99,56.71,0.004
"BOR LOST CREEK (MORGAN)","72h",5,0.2,73.02,72.68,73.36,0.003
"BOR LOST CREEK (MORGAN)","72h",10,0.1,83.74,82.98,84.29,0.005
"BOR LOST CREEK (MORGAN)","72h",25,0.04,96.88,95.2,98.1,0.01
"BOR LOST CREEK (MORGAN)","72h",50,0.02,106.35,103.66,108.27,0.014
"BOR LOST CREEK (MORGAN)","72h",100,0.01,115.52,111.71,118.38,0.018
"BOR LOST CREEK (MORGAN)","72h",200,0.005,124.44,119.37,128.32,0.022
"BOR LOST CREEK (MORGAN)","72h",500,0.002,135.88,128.92,141.34,0.028
"BOR LOST CREEK (MORGAN)","72h",1000,0.001,144.28,135.7,151.1,0.033
"BOR LOST CREEK (MORGAN)","72h",2000,5e-04,152.48,142.15,160.77,0.037
"BOR LOST CREEK (MORGAN)","72h",5000,2e-04,163.02,150.22,173.45,0.044
"BOR LOST CREEK (MORGAN)","72h",10000,1e-04,170.76,155.99,182.95,0.048
"THIEF VALLEY RES.","24h",2,0.5,35.65,35.48,35.93,0.004
"THIEF VALLEY RES.","24h",5,0.2,46.32,46.15,46.55,0.003
"THIEF VALLEY RES.","24h",10,0.1,53.8,53.32,54.17,0.005
"THIEF VALLEY RES.","24h",25,0.04,63.74,62.49,64.57,0.01
"THIEF VALLEY RES.","24h",50,0.02,71.5,69.43,72.78,0.015
"THIEF VALLEY RES.","24h",100,0.01,79.52,76.51,81.41,0.02
"THIEF VALLEY RES.","24h",200,0.005,87.86,83.64,90.55,0.026
"THIEF VALLEY RES.","24h",500,0.002,99.41,93.3,103.27,0.034
"THIEF VALLEY RES.","24h",1000,0.001,108.58,100.59,113.52,0.04
"THIEF VALLEY RES.","24h",2000,5e-04,118.13,108.17,124.31,0.046
"THIEF VALLEY RES.","24h",5000,2e-04,131.37,118.47,139.5,0.055
"THIEF VALLEY RES.","24h",10000,1e-04,141.89,126.4,151.89,0.061
"THIEF VALLEY RES.","72h",2,0.5,50.47,50.25,50.85,0.004
"THIEF VALLEY RES.","72h",5,0.2,64.86,64.62,65.13,0.002
"THIEF VALLEY RES.","72h",10,0.1,74.82,74.17,75.29,0.005
"THIEF VALLEY RES.","72h",25,0.04,87.94,86.35,89.02,0.01
"THIEF VALLEY RES.","72h",50,0.02,98.07,95.51,99.79,0.014
"THIEF VALLEY RES.","72h",100,0.01,108.47,104.61,110.98,0.019
"THIEF VALLEY RES.","72h",200,0.005,119.18,113.76,122.75,0.025
"THIEF VALLEY RES.","72h",500,0.002,133.87,125.97,139.08,0.032
"THIEF VALLEY RES.","72h",1000,0.001,145.42,135.31,152.01,0.038
"THIEF VALLEY RES.","72h",2000,5e-04,157.35,144.74,165.66,0.043
"THIEF VALLEY RES.","72h",5000,2e-04,173.75,157.36,184.89,0.051
"THIEF VALLEY RES.","72h",10000,1e-04,186.65,167.07,200.25,0.058
"KESWICK","24h",2,0.5,80.33,79.88,81.1,0.005
"KESWICK","24h",5,0.2,103.87,103.39,104.41,0.003
"KESWICK","24h",10,0.1,120.37,119.19,121.31,0.006
"KESWICK","24h",25,0.04,143.54,140.49,145.69,0.012
"KESWICK","24h",50,0.02,162.94,158.01,166.36,0.017
"KESWICK","24h",100,0.01,184.44,176.99,189.61,0.022
"KESWICK","24h",200,0.005,208.42,197.64,215.64,0.028
"KESWICK","24h",500,0.002,244.54,228.21,255.08,0.037
"KESWICK","24h",1000,0.001,275.72,253.87,289.51,0.043
"KESWICK","24h",2000,5e-04,310.67,282.11,328.68,0.05
"KESWICK","24h",5000,2e-04,363.5,324.11,388.53,0.06
"KESWICK","24h",10000,1e-04,409.15,360.13,441.11,0.067
"KESWICK","72h",2,0.5,131.83,131.04,133.36,0.006
"KESWICK","72h",5,0.2,175.19,174.39,176.3,0.003
"KESWICK","72h",10,0.1,205.7,203.31,207.47,0.006
"KESWICK","72h",25,0.04,248.65,242.74,252.68,0.013
"KESWICK","72h",50,0.02,284.72,275.26,291.33,0.018
"KESWICK","72h",100,0.01,324.79,310.49,334.54,0.024
"KESWICK","72h",200,0.005,369.58,349.27,382.56,0.03
"KESWICK","72h",500,0.002,437.25,405.15,457.41,0.039
"KESWICK","72h",1000,0.001,495.8,452.4,521.5,0.046
"KESWICK","72h",2000,5e-04,561.61,505.4,595.32,0.053
"KESWICK","72h",5000,2e-04,661.32,583.99,707.36,0.063
"KESWICK","72h",10000,1e-04,747.71,650.58,805.32,0.071
"HYATT","24h",2,0.5,54.7,54.4,55.17,0.005
"HYATT","24h",5,0.2,73.5,73.2,73.89,0.003
"HYATT","24h",10,0.1,86.38,85.6,87.02,0.005
"HYATT","24h",25,0.04,103.14,101.11,104.51,0.011
"HYATT","24h",50,0.02,115.95,112.58,118.15,0.016
"HYATT","24h",100,0.01,128.98,124.07,132.22,0.021
"HYATT","24h",200,0.005,142.29,135.58,146.72,0.026
"HYATT","24h",500,0.002,160.36,150.64,166.91,0.034
"HYATT","24h",1000,0.001,174.41,162.02,182.85,0.04
"HYATT","24h",2000,5e-04,188.81,173.52,199.54,0.046
"HYATT","24h",5000,2e-04,208.39,188.64,222.68,0.054
"HYATT","24h",10000,1e-04,223.63,200.09,240.84,0.06
"HYATT","72h",2,0.5,93.74,93.22,94.53,0.005
"HYATT","72h",5,0.2,124.89,124.27,125.56,0.003
"HYATT","72h",10,0.1,145.11,143.58,146.28,0.006
"HYATT","72h",25,0.04,170.2,166.74,172.72,0.011
"HYATT","72h",50,0.02,188.49,183.12,192.23,0.016
"HYATT","72h",100,0.01,206.38,198.89,211.66,0.02
"HYATT","72h",200,0.005,223.94,214.04,231.02,0.025
"HYATT","72h",500,0.002,246.72,232.99,256.81,0.032
"HYATT","72h",1000,0.001,263.64,246.55,276.33,0.037
"HYATT","72h",2000,5e-04,280.31,259.53,295.85,0.042
"HYATT","72h",5000,2e-04,301.96,275.97,321.15,0.048
"HYATT","72h",10000,1e-04,318.07,288.2,340.22,0.054
"CRAWFORD","24h",2,0.5,25.59,25.45,25.78,0.004
"CRAWFORD","24h",5,0.2,33.83,33.68,33.99,0.003
"CRAWFORD","24h",10,0.1,39.42,39.07,39.69,0.005
"CRAWFORD","24h",25,0.04,46.63,45.77,47.29,0.01
"CRAWFORD","24h",50,0.02,52.09,50.72,53.14,0.015
"CRAWFORD","24h",100,0.01,57.61,55.63,59.13,0.019
"CRAWFORD","24h",200,0.005,63.21,60.48,65.3,0.024
"CRAWFORD","24h",500,0.002,70.75,66.88,73.77,0.031
"CRAWFORD","24h",1000,0.001,76.56,71.68,80.41,0.037
"CRAWFORD","24h",2000,5e-04,82.47,76.43,87.27,0.042
"CRAWFORD","24h",5000,2e-04,90.45,82.64,96.67,0.05
"CRAWFORD","24h",10000,1e-04,96.6,87.28,104.08,0.055
"CRAWFORD","72h",2,0.5,32.81,32.64,33.06,0.004
"CRAWFORD","72h",5,0.2,43.3,43.13,43.49,0.003
"CRAWFORD","72h",10,0.1,50.46,50.01,50.8,0.005
"CRAWFORD","72h",25,0.04,59.73,58.66,60.55,0.01
"CRAWFORD","72h",50,0.02,66.79,65.05,67.99,0.014
"CRAWFORD","72h",100,0.01,73.96,71.39,75.7,0.019
"CRAWFORD","72h",200,0.005,81.25,77.81,83.8,0.024
"CRAWFORD","72h",500,0.002,91.11,86.06,94.87,0.031
"CRAWFORD","72h",1000,0.001,98.75,92.39,103.57,0.036
"CRAWFORD","72h",2000,5e-04,106.55,98.69,112.57,0.042
"CRAWFORD","72h",5000,2e-04,117.12,106.96,124.97,0.049
"CRAWFORD","72h",10000,1e-04,125.32,113.29,134.74,0.055
"PAONIA","24h",2,0.5,25.49,25.34,25.77,0.006
"PAONIA","24h",5,0.2,32.96,32.81,33.14,0.003
"PAONIA","24h",10,0.1,38.26,37.86,38.59,0.006
"PAONIA","24h",25,0.04,45.78,44.72,46.52,0.012
"PAONIA","24h",50,0.02,52.14,50.39,53.29,0.018
"PAONIA","24h",100,0.01,59.25,56.6,60.96,0.024
"PAONIA","24h",200,0.005,67.24,63.41,69.7,0.031
"PAONIA","24h",500,0.002,79.39,73.49,83.1,0.04
"PAONIA","24h",1000,0.001,89.97,82.05,94.95,0.047
"PAONIA","24h",2000,5e-04,101.94,91.66,108.44,0.055
"PAONIA","24h",5000,2e-04,120.19,105.64,129.21,0.065
"PAONIA","24h",10000,1e-04,136.11,117.62,147.79,0.074
"PAONIA","72h",2,0.5,33.07,32.87,33.39,0.005
"PAONIA","72h",5,0.2,42.64,42.47,42.85,0.003
"PAONIA","72h",10,0.1,49.45,48.95,49.87,0.006
"PAONIA","72h",25,0.04,59.15,57.81,60.02,0.012
"PAONIA","72h",50,0.02,67.37,65.16,68.81,0.017
"PAONIA","72h",100,0.01,76.58,73.23,78.84,0.023
"PAONIA","72h",200,0.005,86.95,82.15,90.24,0.03
"PAONIA","72h",500,0.002,102.77,95.45,107.53,0.039
"PAONIA","72h",1000,0.001,116.59,106.81,122.96,0.046
"PAONIA","72h",2000,5e-04,132.24,119.46,140.51,0.053
"PAONIA","72h",5000,2e-04,156.17,138.41,167.92,0.063
"PAONIA","72h",10000,1e-04,177.09,154.63,192.2,0.071
"ANCHOR","24h",2,0.5,29.54,29.34,29.83,0.005
"ANCHOR","24h",5,0.2,41.23,41.02,41.45,0.003
"ANCHOR","24h",10,0.1,49.12,48.62,49.53,0.006
"ANCHOR","24h",25,0.04,59.26,58.04,60.17,0.012
"ANCHOR","24h",50,0.02,66.91,64.92,68.39,0.017
"ANCHOR","24h",100,0.01,74.61,71.69,76.75,0.022
"ANCHOR","24h",200,0.005,82.4,78.29,85.38,0.027
"ANCHOR","24h",500,0.002,92.84,87.03,97.02,0.035
"ANCHOR","24h",1000,0.001,100.86,93.61,106.17,0.041
"ANCHOR","24h",2000,5e-04,108.99,100.02,115.58,0.046
"ANCHOR","24h",5000,2e-04,119.91,108.42,128.42,0.054
"ANCHOR","24h",10000,1e-04,128.31,114.81,138.47,0.06
"ANCHOR","72h",2,0.5,37.43,37.15,37.8,0.005
"ANCHOR","72h",5,0.2,52.65,52.38,52.94,0.003
"ANCHOR","72h",10,0.1,62.71,62.08,63.22,0.006
"ANCHOR","72h",25,0.04,75.41,73.88,76.66,0.011
"ANCHOR","72h",50,0.02,84.82,82.41,86.79,0.016
"ANCHOR","72h",100,0.01,94.14,90.67,97.03,0.021
"ANCHOR","72h",200,0.005,103.42,98.66,107.37,0.026
"ANCHOR","72h",500,0.002,115.65,108.89,121.11,0.033
"ANCHOR","72h",1000,0.001,124.87,116.42,131.7,0.038
"ANCHOR","72h",2000,5e-04,134.09,123.66,142.62,0.044
"ANCHOR","72h",5000,2e-04,146.25,132.93,157.25,0.051
"ANCHOR","72h",10000,1e-04,155.43,139.72,168.39,0.056
"AVALON","24h",2,0.5,49.13,48.75,49.81,0.007
"AVALON","24h",5,0.2,71.56,71.19,72.03,0.004
"AVALON","24h",10,0.1,87.17,86.15,88.03,0.007
"AVALON","24h",25,0.04,107.78,104.96,109.58,0.014
"AVALON","24h",50,0.02,123.75,119.11,126.63,0.02
"AVALON","24h",100,0.01,140.19,133.36,144.44,0.026
"AVALON","24h",200,0.005,157.18,147.49,163.09,0.033
"AVALON","24h",500,0.002,180.56,166.5,189.14,0.041
"AVALON","24h",1000,0.001,198.99,180.84,209.98,0.048
"AVALON","24h",2000,5e-04,218.09,195.19,232.06,0.055
"AVALON","24h",5000,2e-04,244.43,214.44,263.26,0.065
"AVALON","24h",10000,1e-04,265.2,229.48,287.86,0.072
"AVALON","72h",2,0.5,58.91,58.38,59.88,0.009
"AVALON","72h",5,0.2,88.39,87.98,89.06,0.004
"AVALON","72h",10,0.1,110.14,108.8,111.08,0.006
"AVALON","72h",25,0.04,140.44,136.49,142.82,0.015
"AVALON","72h",50,0.02,165.15,158.15,169.14,0.022
"AVALON","72h",100,0.01,191.74,180.78,198.2,0.03
"AVALON","72h",200,0.005,220.44,204.62,229.6,0.038
"AVALON","72h",500,0.002,262,238,275.79,0.049
"AVALON","72h",1000,0.001,296.46,264.91,314.62,0.057
"AVALON","72h",2000,5e-04,333.76,293.27,357.46,0.066
"AVALON","72h",5000,2e-04,387.85,333.03,419.96,0.077
"AVALON","72h",10000,1e-04,432.72,364.67,473.51,0.086
"HYATT RESERVOIR","24h",2,0.5,54.7,54.4,55.17,0.005
"HYATT RESERVOIR","24h",5,0.2,73.5,73.2,73.89,0.003
"HYATT RESERVOIR","24h",10,0.1,86.38,85.6,87.02,0.005
"HYATT RESERVOIR","24h",25,0.04,103.14,101.11,104.51,0.011
"HYATT RESERVOIR","24h",50,0.02,115.95,112.58,118.15,0.016
"HYATT RESERVOIR","24h",100,0.01,128.98,124.07,132.22,0.021
"HYATT RESERVOIR","24h",200,0.005,142.29,135.58,146.72,0.026
"HYATT RESERVOIR","24h",500,0.002,160.36,150.64,166.91,0.034
"HYATT RESERVOIR","24h",1000,0.001,174.41,162.02,182.85,0.04
"HYATT RESERVOIR","24h",2000,5e-04,188.81,173.52,199.54,0.046
"HYATT RESERVOIR","24h",5000,2e-04,208.39,188.64,222.68,0.054
"HYATT RESERVOIR","24h",10000,1e-04,223.63,200.09,240.84,0.06
"HYATT RESERVOIR","72h",2,0.5,93.74,93.22,94.53,0.005
"HYATT RESERVOIR","72h",5,0.2,124.89,124.27,125.56,0.003
"HYATT RESERVOIR","72h",10,0.1,145.11,143.58,146.28,0.006
"HYATT RESERVOIR","72h",25,0.04,170.2,166.74,172.72,0.011
"HYATT RESERVOIR","72h",50,0.02,188.49,183.12,192.23,0.016
"HYATT RESERVOIR","72h",100,0.01,206.38,198.89,211.66,0.02
"HYATT RESERVOIR","72h",200,0.005,223.94,214.04,231.02,0.025
"HYATT RESERVOIR","72h",500,0.002,246.72,232.99,256.81,0.032
"HYATT RESERVOIR","72h",1000,0.001,263.64,246.55,276.33,0.037
"HYATT RESERVOIR","72h",2000,5e-04,280.31,259.53,295.85,0.042
"HYATT RESERVOIR","72h",5000,2e-04,301.96,275.97,321.15,0.048
"HYATT RESERVOIR","72h",10000,1e-04,318.07,288.2,340.22,0.054
"CC CRAGIN","24h",2,0.5,51.87,51.61,52.46,0.006
"CC CRAGIN","24h",5,0.2,69,68.79,69.4,0.003
"CC CRAGIN","24h",10,0.1,81.47,80.68,82.12,0.006
"CC CRAGIN","24h",25,0.04,99.53,97.33,100.89,0.012
"CC CRAGIN","24h",50,0.02,115.09,111.28,117.16,0.018
"CC CRAGIN","24h",100,0.01,132.77,126.8,135.86,0.024
"CC CRAGIN","24h",200,0.005,152.97,144.08,157.43,0.031
"CC CRAGIN","24h",500,0.002,184.27,170.68,191.01,0.04
"CC CRAGIN","24h",1000,0.001,212.04,193.48,221.03,0.047
"CC CRAGIN","24h",2000,5e-04,243.93,219.26,255.73,0.055
"CC CRAGIN","24h",5000,2e-04,293.5,258.34,310.07,0.065
"CC CRAGIN","24h",10000,1e-04,337.53,292.35,358.73,0.073
"CC CRAGIN","72h",2,0.5,68.64,68.23,69.28,0.005
"CC CRAGIN","72h",5,0.2,94.06,93.67,94.56,0.003
"CC CRAGIN","72h",10,0.1,111.37,110.42,112.21,0.005
"CC CRAGIN","72h",25,0.04,133.82,131.33,135.75,0.01
"CC CRAGIN","72h",50,0.02,150.88,146.56,153.9,0.015
"CC CRAGIN","72h",100,0.01,168.19,161.64,172.69,0.02
"CC CRAGIN","72h",200,0.005,185.79,176.78,192.01,0.025
"CC CRAGIN","72h",500,0.002,209.59,196.81,218.52,0.033
"CC CRAGIN","72h",1000,0.001,228.02,211.9,239.45,0.038
"CC CRAGIN","72h",2000,5e-04,246.82,226.77,260.95,0.044
"CC CRAGIN","72h",5000,2e-04,272.29,246.31,290.47,0.051
"CC CRAGIN","72h",10000,1e-04,292.03,260.99,313.83,0.057
"HYRUM","24h",2,0.5,38.81,38.62,39.12,0.004
"HYRUM","24h",5,0.2,50.89,50.71,51.13,0.003
"HYRUM","24h",10,0.1,59.28,58.78,59.67,0.005
"HYRUM","24h",25,0.04,70.32,69.02,71.29,0.01
"HYRUM","24h",50,0.02,78.86,76.7,80.33,0.015
"HYRUM","24h",100,0.01,87.63,84.45,89.78,0.02
"HYRUM","24h",200,0.005,96.68,92.15,99.65,0.026
"HYRUM","24h",500,0.002,109.11,102.48,113.34,0.033
"HYRUM","24h",1000,0.001,118.88,110.35,124.31,0.039
"HYRUM","24h",2000,5e-04,129,118.45,135.79,0.045
"HYRUM","24h",5000,2e-04,142.9,128.98,151.77,0.053
"HYRUM","24h",10000,1e-04,153.85,137.27,164.52,0.06
"HYRUM","72h",2,0.5,53.96,53.69,54.34,0.004
"HYRUM","72h",5,0.2,70.43,70.18,70.74,0.002
"HYRUM","72h",10,0.1,81.54,80.89,82.07,0.005
"HYRUM","72h",25,0.04,95.79,94.26,97.01,0.009
"HYRUM","72h",50,0.02,106.53,104.03,108.53,0.014
"HYRUM","72h",100,0.01,117.33,113.62,120.21,0.018
"HYRUM","72h",200,0.005,128.24,123.04,132.21,0.023
"HYRUM","72h",500,0.002,142.85,135.38,148.59,0.03
"HYRUM","72h",1000,0.001,154.06,144.62,161.37,0.035
"HYRUM","72h",2000,5e-04,165.42,153.77,174.45,0.04
"HYRUM","72h",5000,2e-04,180.66,165.99,192.43,0.048
"HYRUM","72h",10000,1e-04,192.36,175,206.44,0.053
"SHADOW MOUNTAIN","24h",2,0.5,38.41,38.01,39.2,0.011
"SHADOW MOUNTAIN","24h",5,0.2,51.97,51.77,52.49,0.005
"SHADOW MOUNTAIN","24h",10,0.1,62.62,61.7,63.4,0.009
"SHADOW MOUNTAIN","24h",25,0.04,79.07,76.07,80.95,0.021
"SHADOW MOUNTAIN","24h",50,0.02,94.11,88.71,97.25,0.031
"SHADOW MOUNTAIN","24h",100,0.01,112.08,103.37,116.98,0.043
"SHADOW MOUNTAIN","24h",200,0.005,133.64,120.44,141.15,0.056
"SHADOW MOUNTAIN","24h",500,0.002,169.06,147.26,181.08,0.073
"SHADOW MOUNTAIN","24h",1000,0.001,202.31,171.51,219.26,0.086
"SHADOW MOUNTAIN","24h",2000,5e-04,242.42,199.82,265.8,0.1
"SHADOW MOUNTAIN","24h",5000,2e-04,308.45,245.31,342.34,0.119
"SHADOW MOUNTAIN","24h",10000,1e-04,370.52,286.76,415.8,0.133
"SHADOW MOUNTAIN","72h",2,0.5,50.07,49.52,51.41,0.014
"SHADOW MOUNTAIN","72h",5,0.2,69.19,68.98,69.99,0.006
"SHADOW MOUNTAIN","72h",10,0.1,84.69,83.44,85.88,0.009
"SHADOW MOUNTAIN","72h",25,0.04,109.27,104.62,111.97,0.023
"SHADOW MOUNTAIN","72h",50,0.02,132.33,123.53,136.67,0.035
"SHADOW MOUNTAIN","72h",100,0.01,160.46,145.62,167.32,0.048
"SHADOW MOUNTAIN","72h",200,0.005,194.95,171.55,205.67,0.062
"SHADOW MOUNTAIN","72h",500,0.002,252.97,213.42,270.74,0.081
"SHADOW MOUNTAIN","72h",1000,0.001,308.77,252.12,334.13,0.096
"SHADOW MOUNTAIN","72h",2000,5e-04,377.5,297.74,413.05,0.111
"SHADOW MOUNTAIN","72h",5000,2e-04,493.42,372.25,548.98,0.131
"SHADOW MOUNTAIN","72h",10000,1e-04,605.01,441.88,681.97,0.147
"SALMON LAKE","24h",2,0.5,46.54,46.3,46.99,0.005
"SALMON LAKE","24h",5,0.2,62.01,61.74,62.35,0.003
"SALMON LAKE","24h",10,0.1,72.65,71.89,73.17,0.006
"SALMON LAKE","24h",25,0.04,86.57,84.66,87.79,0.012
"SALMON LAKE","24h",50,0.02,97.25,94.07,99.17,0.017
"SALMON LAKE","24h",100,0.01,108.16,103.36,110.98,0.023
"SALMON LAKE","24h",200,0.005,119.34,112.75,123.18,0.029
"SALMON LAKE","24h",500,0.002,134.59,125.14,140.02,0.037
"SALMON LAKE","24h",1000,0.001,146.5,134.55,153.34,0.044
"SALMON LAKE","24h",2000,5e-04,158.75,144.05,167.21,0.05
"SALMON LAKE","24h",5000,2e-04,175.48,156.66,186.52,0.059
"SALMON LAKE","24h",10000,1e-04,188.56,166.25,202,0.066
"SALMON LAKE","72h",2,0.5,66,65.63,66.6,0.005
"SALMON LAKE","72h",5,0.2,87.41,87.04,87.88,0.003
"SALMON LAKE","72h",10,0.1,101.96,101.03,102.76,0.005
"SALMON LAKE","72h",25,0.04,120.78,118.31,122.51,0.011
"SALMON LAKE","72h",50,0.02,135.06,131.09,137.82,0.016
"SALMON LAKE","72h",100,0.01,149.51,143.74,153.72,0.021
"SALMON LAKE","72h",200,0.005,164.19,156.13,169.91,0.027
"SALMON LAKE","72h",500,0.002,184,172.12,191.99,0.034
"SALMON LAKE","72h",1000,0.001,199.3,184.13,209.48,0.04
"SALMON LAKE","72h",2000,5e-04,214.89,196.22,227.63,0.046
"SALMON LAKE","72h",5000,2e-04,235.96,212.17,252.38,0.054
"SALMON LAKE","72h",10000,1e-04,252.26,224.06,271.7,0.061
"CURRANT CREEK","24h",2,0.5,34.09,33.9,34.45,0.006
"CURRANT CREEK","24h",5,0.2,43.57,43.39,43.79,0.003
"CURRANT CREEK","24h",10,0.1,50.33,49.74,50.76,0.006
"CURRANT CREEK","24h",25,0.04,59.96,58.47,60.89,0.013
"CURRANT CREEK","24h",50,0.02,68.14,65.75,69.63,0.018
"CURRANT CREEK","24h",100,0.01,77.3,73.72,79.55,0.025
"CURRANT CREEK","24h",200,0.005,87.64,82.58,90.87,0.031
"CURRANT CREEK","24h",500,0.002,103.42,95.44,108.35,0.041
"CURRANT CREEK","24h",1000,0.001,117.22,106.44,123.77,0.049
"CURRANT CREEK","24h",2000,5e-04,132.87,118.67,141.43,0.056
"CURRANT CREEK","24h",5000,2e-04,156.82,137.18,168.78,0.067
"CURRANT CREEK","24h",10000,1e-04,177.79,152.96,192.99,0.076
"CURRANT CREEK","72h",2,0.5,46.5,46.27,46.99,0.005
"CURRANT CREEK","72h",5,0.2,59.68,59.45,60,0.003
"CURRANT CREEK","72h",10,0.1,69.13,68.39,69.7,0.006
"CURRANT CREEK","72h",25,0.04,82.67,80.71,83.79,0.012
"CURRANT CREEK","72h",50,0.02,94.21,90.89,95.9,0.018
"CURRANT CREEK","72h",100,0.01,107.19,102.13,109.76,0.024
"CURRANT CREEK","72h",200,0.005,121.9,114.62,125.55,0.031
"CURRANT CREEK","72h",500,0.002,144.45,133.38,149.93,0.04
"CURRANT CREEK","72h",1000,0.001,164.25,149.45,171.81,0.047
"CURRANT CREEK","72h",2000,5e-04,186.78,167.32,196.73,0.055
"CURRANT CREEK","72h",5000,2e-04,221.44,194.32,235.57,0.066
"CURRANT CREEK","72h",10000,1e-04,251.9,217.2,269.98,0.074
"CONCONULLY","24h",2,0.5,48.2,47.93,48.69,0.005
"CONCONULLY","24h",5,0.2,64.28,64.01,64.64,0.003
"CONCONULLY","24h",10,0.1,75.3,74.48,75.93,0.006
"CONCONULLY","24h",25,0.04,89.64,87.61,90.91,0.012
"CONCONULLY","24h",50,0.02,100.6,97.21,102.72,0.018
"CONCONULLY","24h",100,0.01,111.76,106.86,114.83,0.024
"CONCONULLY","24h",200,0.005,123.16,116.27,127.4,0.03
"CONCONULLY","24h",500,0.002,138.64,128.67,144.66,0.038
"CONCONULLY","24h",1000,0.001,150.68,138.07,158.22,0.044
"CONCONULLY","24h",2000,5e-04,163.02,147.49,172.25,0.051
"CONCONULLY","24h",5000,2e-04,179.81,159.76,191.76,0.06
"CONCONULLY","24h",10000,1e-04,192.88,169.03,207.28,0.067
"CONCONULLY","72h",2,0.5,68.15,67.81,68.74,0.005
"CONCONULLY","72h",5,0.2,90.36,90.01,90.82,0.003
"CONCONULLY","72h",10,0.1,105.37,104.41,106.12,0.005
"CONCONULLY","72h",25,0.04,124.71,122.18,126.29,0.011
"CONCONULLY","72h",50,0.02,139.32,135.22,141.85,0.016
"CONCONULLY","72h",100,0.01,154.05,148.12,157.79,0.021
"CONCONULLY","72h",200,0.005,168.96,160.76,174.03,0.026
"CONCONULLY","72h",500,0.002,188.98,177.3,196.23,0.033
"CONCONULLY","72h",1000,0.001,204.39,189.84,213.6,0.039
"CONCONULLY","72h",2000,5e-04,220.03,202.05,231.56,0.045
"CONCONULLY","72h",5000,2e-04,241.08,217.96,255.98,0.053
