"site","duration","return_period_yr","AEP","depth_mm","depth_lo_mm","depth_hi_mm","rel_rmse"
"BIG BEND DAM","72h",10000,1e-04,219.84,204.08,231.58,0.041
"MOSSYROCK","24h",2,0.5,93.7,93.25,94.53,0.005
"MOSSYROCK","24h",5,0.2,123.48,122.96,124.14,0.003
"MOSSYROCK","24h",10,0.1,143.76,142.43,144.78,0.005
"MOSSYROCK","24h",25,0.04,170.06,166.69,172.21,0.011
"MOSSYROCK","24h",50,0.02,190.06,184.58,193.31,0.015
"MOSSYROCK","24h",100,0.01,210.33,202.09,215.11,0.021
"MOSSYROCK","24h",200,0.005,230.97,219.44,237.59,0.026
"MOSSYROCK","24h",500,0.002,258.85,242.2,268.29,0.033
"MOSSYROCK","24h",1000,0.001,280.45,259.56,292.62,0.039
"MOSSYROCK","24h",2000,5e-04,302.49,276.45,317.72,0.045
"MOSSYROCK","24h",5000,2e-04,332.34,298.9,352.4,0.053
"MOSSYROCK","24h",10000,1e-04,355.48,316.02,379.81,0.059
"MOSSYROCK","72h",2,0.5,155.78,155.05,157.35,0.005
"MOSSYROCK","72h",5,0.2,199.01,198.27,200.07,0.003
"MOSSYROCK","72h",10,0.1,229.58,227.32,231.33,0.006
"MOSSYROCK","72h",25,0.04,272.81,266.74,276.7,0.012
"MOSSYROCK","72h",50,0.02,309.25,299.11,315.13,0.017
"MOSSYROCK","72h",100,0.01,349.86,334.6,358.12,0.023
"MOSSYROCK","72h",200,0.005,395.41,373.43,407.05,0.03
"MOSSYROCK","72h",500,0.002,464.48,430.34,481.68,0.039
"MOSSYROCK","72h",1000,0.001,524.47,478.94,547.74,0.046
"MOSSYROCK","72h",2000,5e-04,592.12,532.65,622.77,0.054
"MOSSYROCK","72h",5000,2e-04,694.99,612.4,738,0.064
"MOSSYROCK","72h",10000,1e-04,784.46,679.5,838.5,0.072
"BELTON LAKE","24h",2,0.5,47.4,46.99,47.99,0.007
"BELTON LAKE","24h",5,0.2,60.29,59.87,60.76,0.005
"BELTON LAKE","24h",10,0.1,68.81,67.71,69.68,0.009
"BELTON LAKE","24h",25,0.04,79.59,77.24,81.42,0.017
"BELTON LAKE","24h",50,0.02,87.62,83.99,90.42,0.023
"BELTON LAKE","24h",100,0.01,95.66,90.65,99.6,0.029
"BELTON LAKE","24h",200,0.005,103.77,97.18,108.91,0.035
"BELTON LAKE","24h",500,0.002,114.66,105.76,121.64,0.043
"BELTON LAKE","24h",1000,0.001,123.07,112.38,131.63,0.049
"BELTON LAKE","24h",2000,5e-04,131.65,118.9,141.83,0.055
"BELTON LAKE","24h",5000,2e-04,143.27,127.69,155.82,0.062
"BELTON LAKE","24h",10000,1e-04,152.3,134.29,166.76,0.068
"BELTON LAKE","72h",2,0.5,52.93,52.49,53.5,0.006
"BELTON LAKE","72h",5,0.2,66.91,66.44,67.37,0.004
"BELTON LAKE","72h",10,0.1,75.67,74.51,76.61,0.009
"BELTON LAKE","72h",25,0.04,86.17,83.93,88.02,0.015
"BELTON LAKE","72h",50,0.02,93.61,90.48,96.16,0.019
"BELTON LAKE","72h",100,0.01,100.75,96.7,104.09,0.023
"BELTON LAKE","72h",200,0.005,107.66,102.66,111.82,0.026
"BELTON LAKE","72h",500,0.002,116.52,110.22,121.76,0.031
"BELTON LAKE","72h",1000,0.001,123.07,115.82,129.14,0.034
"BELTON LAKE","72h",2000,5e-04,129.5,121.26,136.39,0.036
"BELTON LAKE","72h",5000,2e-04,137.85,128.21,145.81,0.04
"BELTON LAKE","72h",10000,1e-04,144.07,133.33,152.85,0.042
"CLARENCE CANNON DAM","24h",2,0.5,47.4,46.99,47.99,0.007
"CLARENCE CANNON DAM","24h",5,0.2,60.29,59.87,60.76,0.005
"CLARENCE CANNON DAM","24h",10,0.1,68.81,67.71,69.68,0.009
"CLARENCE CANNON DAM","24h",25,0.04,79.59,77.24,81.42,0.017
"CLARENCE CANNON DAM","24h",50,0.02,87.62,83.99,90.42,0.023
"CLARENCE CANNON DAM","24h",100,0.01,95.66,90.65,99.6,0.029
"CLARENCE CANNON DAM","24h",200,0.005,103.77,97.18,108.91,0.035
"CLARENCE CANNON DAM","24h",500,0.002,114.66,105.76,121.64,0.043
"CLARENCE CANNON DAM","24h",1000,0.001,123.07,112.38,131.63,0.049
"CLARENCE CANNON DAM","24h",2000,5e-04,131.65,118.9,141.83,0.055
"CLARENCE CANNON DAM","24h",5000,2e-04,143.27,127.69,155.82,0.062
"CLARENCE CANNON DAM","24h",10000,1e-04,152.3,134.29,166.76,0.068
"CLARENCE CANNON DAM","72h",2,0.5,52.93,52.49,53.5,0.006
"CLARENCE CANNON DAM","72h",5,0.2,66.91,66.44,67.37,0.004
"CLARENCE CANNON DAM","72h",10,0.1,75.67,74.51,76.61,0.009
"CLARENCE CANNON DAM","72h",25,0.04,86.17,83.93,88.02,0.015
"CLARENCE CANNON DAM","72h",50,0.02,93.61,90.48,96.16,0.019
"CLARENCE CANNON DAM","72h",100,0.01,100.75,96.7,104.09,0.023
"CLARENCE CANNON DAM","72h",200,0.005,107.66,102.66,111.82,0.026
"CLARENCE CANNON DAM","72h",500,0.002,116.52,110.22,121.76,0.031
"CLARENCE CANNON DAM","72h",1000,0.001,123.07,115.82,129.14,0.034
"CLARENCE CANNON DAM","72h",2000,5e-04,129.5,121.26,136.39,0.036
"CLARENCE CANNON DAM","72h",5000,2e-04,137.85,128.21,145.81,0.04
"CLARENCE CANNON DAM","72h",10000,1e-04,144.07,133.33,152.85,0.042
"LEWISVILLE LAKE","24h",2,0.5,47.4,46.99,47.99,0.007
"LEWISVILLE LAKE","24h",5,0.2,60.29,59.87,60.76,0.005
"LEWISVILLE LAKE","24h",10,0.1,68.81,67.71,69.68,0.009
"LEWISVILLE LAKE","24h",25,0.04,79.59,77.24,81.42,0.017
"LEWISVILLE LAKE","24h",50,0.02,87.62,83.99,90.42,0.023
"LEWISVILLE LAKE","24h",100,0.01,95.66,90.65,99.6,0.029
"LEWISVILLE LAKE","24h",200,0.005,103.77,97.18,108.91,0.035
"LEWISVILLE LAKE","24h",500,0.002,114.66,105.76,121.64,0.043
"LEWISVILLE LAKE","24h",1000,0.001,123.07,112.38,131.63,0.049
"LEWISVILLE LAKE","24h",2000,5e-04,131.65,118.9,141.83,0.055
"LEWISVILLE LAKE","24h",5000,2e-04,143.27,127.69,155.82,0.062
"LEWISVILLE LAKE","24h",10000,1e-04,152.3,134.29,166.76,0.068
"LEWISVILLE LAKE","72h",2,0.5,52.93,52.49,53.5,0.006
"LEWISVILLE LAKE","72h",5,0.2,66.91,66.44,67.37,0.004
"LEWISVILLE LAKE","72h",10,0.1,75.67,74.51,76.61,0.009
"LEWISVILLE LAKE","72h",25,0.04,86.17,83.93,88.02,0.015
"LEWISVILLE LAKE","72h",50,0.02,93.61,90.48,96.16,0.019
"LEWISVILLE LAKE","72h",100,0.01,100.75,96.7,104.09,0.023
"LEWISVILLE LAKE","72h",200,0.005,107.66,102.66,111.82,0.026
"LEWISVILLE LAKE","72h",500,0.002,116.52,110.22,121.76,0.031
"LEWISVILLE LAKE","72h",1000,0.001,123.07,115.82,129.14,0.034
"LEWISVILLE LAKE","72h",2000,5e-04,129.5,121.26,136.39,0.036
"LEWISVILLE LAKE","72h",5000,2e-04,137.85,128.21,145.81,0.04
"LEWISVILLE LAKE","72h",10000,1e-04,144.07,133.33,152.85,0.042
"KERR","24h",2,0.5,37.63,37.42,37.92,0.004
"KERR","24h",5,0.2,49.42,49.22,49.67,0.003
"KERR","24h",10,0.1,57.37,56.86,57.78,0.005
"KERR","24h",25,0.04,67.57,66.34,68.51,0.01
"KERR","24h",50,0.02,75.26,73.24,76.77,0.015
"KERR","24h",100,0.01,83,80.08,85.23,0.02
"KERR","24h",200,0.005,90.81,86.92,93.9,0.025
"KERR","24h",500,0.002,101.27,95.6,105.67,0.031
"KERR","24h",1000,0.001,109.31,102.08,114.96,0.037
"KERR","24h",2000,5e-04,117.44,108.54,124.52,0.042
"KERR","24h",5000,2e-04,128.36,117.07,137.71,0.05
"KERR","24h",10000,1e-04,136.75,123.53,147.9,0.055
"KERR","72h",2,0.5,54.07,53.82,54.48,0.004
"KERR","72h",5,0.2,70.56,70.28,70.91,0.003
"KERR","72h",10,0.1,81.83,81.16,82.38,0.005
"KERR","72h",25,0.04,96.47,94.72,97.76,0.01
"KERR","72h",50,0.02,107.64,104.81,109.57,0.014
"KERR","72h",100,0.01,118.99,114.82,121.71,0.019
"KERR","72h",200,0.005,130.56,124.82,134.37,0.024
"KERR","72h",500,0.002,146.24,137.9,151.75,0.031
"KERR","72h",1000,0.001,158.42,147.73,165.47,0.036
"KERR","72h",2000,5e-04,170.87,157.69,179.67,0.042
"KERR","72h",5000,2e-04,187.78,170.93,199.38,0.049
"KERR","72h",10000,1e-04,200.92,180.77,214.94,0.055
"RICHLAND CREEK DAM","24h",2,0.5,47.4,46.99,47.99,0.007
"RICHLAND CREEK DAM","24h",5,0.2,60.29,59.87,60.76,0.005
"RICHLAND CREEK DAM","24h",10,0.1,68.81,67.71,69.68,0.009
"RICHLAND CREEK DAM","24h",25,0.04,79.59,77.24,81.42,0.017
"RICHLAND CREEK DAM","24h",50,0.02,87.62,83.99,90.42,0.023
"RICHLAND CREEK DAM","24h",100,0.01,95.66,90.65,99.6,0.029
"RICHLAND CREEK DAM","24h",200,0.005,103.77,97.18,108.91,0.035
"RICHLAND CREEK DAM","24h",500,0.002,114.66,105.76,121.64,0.043
"RICHLAND CREEK DAM","24h",1000,0.001,123.07,112.38,131.63,0.049
"RICHLAND CREEK DAM","24h",2000,5e-04,131.65,118.9,141.83,0.055
"RICHLAND CREEK DAM","24h",5000,2e-04,143.27,127.69,155.82,0.062
"RICHLAND CREEK DAM","24h",10000,1e-04,152.3,134.29,166.76,0.068
"RICHLAND CREEK DAM","72h",2,0.5,52.93,52.49,53.5,0.006
"RICHLAND CREEK DAM","72h",5,0.2,66.91,66.44,67.37,0.004
"RICHLAND CREEK DAM","72h",10,0.1,75.67,74.51,76.61,0.009
"RICHLAND CREEK DAM","72h",25,0.04,86.17,83.93,88.02,0.015
"RICHLAND CREEK DAM","72h",50,0.02,93.61,90.48,96.16,0.019
"RICHLAND CREEK DAM","72h",100,0.01,100.75,96.7,104.09,0.023
"RICHLAND CREEK DAM","72h",200,0.005,107.66,102.66,111.82,0.026
"RICHLAND CREEK DAM","72h",500,0.002,116.52,110.22,121.76,0.031
"RICHLAND CREEK DAM","72h",1000,0.001,123.07,115.82,129.14,0.034
"RICHLAND CREEK DAM","72h",2000,5e-04,129.5,121.26,136.39,0.036
"RICHLAND CREEK DAM","72h",5000,2e-04,137.85,128.21,145.81,0.04
"RICHLAND CREEK DAM","72h",10000,1e-04,144.07,133.33,152.85,0.042
"CHEROKEE","24h",2,0.5,85.5,85.01,86.27,0.005
"CHEROKEE","24h",5,0.2,112.65,112.15,113.19,0.003
"CHEROKEE","24h",10,0.1,131.47,130.21,132.43,0.006
"CHEROKEE","24h",25,0.04,156.26,153.15,158.62,0.012
"CHEROKEE","24h",50,0.02,175.41,170.21,179.11,0.017
"CHEROKEE","24h",100,0.01,195.08,187.45,200.75,0.022
"CHEROKEE","24h",200,0.005,215.37,204.53,223.42,0.028
"CHEROKEE","24h",500,0.002,243.21,227.28,254.52,0.036
"CHEROKEE","24h",1000,0.001,265.1,244.76,279.63,0.043
"CHEROKEE","24h",2000,5e-04,287.74,262.19,306.16,0.049
"CHEROKEE","24h",5000,2e-04,318.87,285.84,343.24,0.058
"CHEROKEE","24h",10000,1e-04,343.36,304.06,372.97,0.065
"CHEROKEE","72h",2,0.5,112.51,111.8,113.7,0.005
"CHEROKEE","72h",5,0.2,148.37,147.64,149.24,0.003
"CHEROKEE","72h",10,0.1,173.44,171.52,174.88,0.006
"CHEROKEE","72h",25,0.04,206.71,201.62,210.03,0.013
"CHEROKEE","72h",50,0.02,232.59,224.2,237.91,0.019
"CHEROKEE","72h",100,0.01,259.34,246.69,267.18,0.025
"CHEROKEE","72h",200,0.005,287.09,269.45,297.96,0.032
"CHEROKEE","72h",500,0.002,325.44,299.88,342.03,0.041
"CHEROKEE","72h",1000,0.001,355.8,323.2,377.03,0.049
"CHEROKEE","72h",2000,5e-04,387.4,346.68,414.04,0.056
"CHEROKEE","72h",5000,2e-04,431.14,378.32,466.39,0.066
"CHEROKEE","72h",10000,1e-04,465.8,402.03,508.01,0.074
"STOCKTON DAM","24h",2,0.5,47.4,46.99,47.99,0.007
"STOCKTON DAM","24h",5,0.2,60.29,59.87,60.76,0.005
"STOCKTON DAM","24h",10,0.1,68.81,67.71,69.68,0.009
"STOCKTON DAM","24h",25,0.04,79.59,77.24,81.42,0.017
"STOCKTON DAM","24h",50,0.02,87.62,83.99,90.42,0.023
"STOCKTON DAM","24h",100,0.01,95.66,90.65,99.6,0.029
"STOCKTON DAM","24h",200,0.005,103.77,97.18,108.91,0.035
"STOCKTON DAM","24h",500,0.002,114.66,105.76,121.64,0.043
"STOCKTON DAM","24h",1000,0.001,123.07,112.38,131.63,0.049
"STOCKTON DAM","24h",2000,5e-04,131.65,118.9,141.83,0.055
"STOCKTON DAM","24h",5000,2e-04,143.27,127.69,155.82,0.062
"STOCKTON DAM","24h",10000,1e-04,152.3,134.29,166.76,0.068
"STOCKTON DAM","72h",2,0.5,52.93,52.49,53.5,0.006
"STOCKTON DAM","72h",5,0.2,66.91,66.44,67.37,0.004
"STOCKTON DAM","72h",10,0.1,75.67,74.51,76.61,0.009
"STOCKTON DAM","72h",25,0.04,86.17,83.93,88.02,0.015
"STOCKTON DAM","72h",50,0.02,93.61,90.48,96.16,0.019
"STOCKTON DAM","72h",100,0.01,100.75,96.7,104.09,0.023
"STOCKTON DAM","72h",200,0.005,107.66,102.66,111.82,0.026
"STOCKTON DAM","72h",500,0.002,116.52,110.22,121.76,0.031
"STOCKTON DAM","72h",1000,0.001,123.07,115.82,129.14,0.034
"STOCKTON DAM","72h",2000,5e-04,129.5,121.26,136.39,0.036
"STOCKTON DAM","72h",5000,2e-04,137.85,128.21,145.81,0.04
"STOCKTON DAM","72h",10000,1e-04,144.07,133.33,152.85,0.042
"KEYSTONE LAKE","24h",2,0.5,47.4,46.99,47.99,0.007
"KEYSTONE LAKE","24h",5,0.2,60.29,59.87,60.76,0.005
"KEYSTONE LAKE","24h",10,0.1,68.81,67.71,69.68,0.009
"KEYSTONE LAKE","24h",25,0.04,79.59,77.24,81.42,0.017
"KEYSTONE LAKE","24h",50,0.02,87.62,83.99,90.42,0.023
"KEYSTONE LAKE","24h",100,0.01,95.66,90.65,99.6,0.029
"KEYSTONE LAKE","24h",200,0.005,103.77,97.18,108.91,0.035
"KEYSTONE LAKE","24h",500,0.002,114.66,105.76,121.64,0.043
"KEYSTONE LAKE","24h",1000,0.001,123.07,112.38,131.63,0.049
"KEYSTONE LAKE","24h",2000,5e-04,131.65,118.9,141.83,0.055
"KEYSTONE LAKE","24h",5000,2e-04,143.27,127.69,155.82,0.062
"KEYSTONE LAKE","24h",10000,1e-04,152.3,134.29,166.76,0.068
"KEYSTONE LAKE","72h",2,0.5,52.93,52.49,53.5,0.006
"KEYSTONE LAKE","72h",5,0.2,66.91,66.44,67.37,0.004
"KEYSTONE LAKE","72h",10,0.1,75.67,74.51,76.61,0.009
"KEYSTONE LAKE","72h",25,0.04,86.17,83.93,88.02,0.015
"KEYSTONE LAKE","72h",50,0.02,93.61,90.48,96.16,0.019
"KEYSTONE LAKE","72h",100,0.01,100.75,96.7,104.09,0.023
"KEYSTONE LAKE","72h",200,0.005,107.66,102.66,111.82,0.026
"KEYSTONE LAKE","72h",500,0.002,116.52,110.22,121.76,0.031
"KEYSTONE LAKE","72h",1000,0.001,123.07,115.82,129.14,0.034
"KEYSTONE LAKE","72h",2000,5e-04,129.5,121.26,136.39,0.036
"KEYSTONE LAKE","72h",5000,2e-04,137.85,128.21,145.81,0.04
"KEYSTONE LAKE","72h",10000,1e-04,144.07,133.33,152.85,0.042
"AMERICAN FALLS","24h",2,0.5,27.16,27.03,27.35,0.004
"AMERICAN FALLS","24h",5,0.2,36,35.86,36.16,0.003
"AMERICAN FALLS","24h",10,0.1,42.03,41.69,42.29,0.005
"AMERICAN FALLS","24h",25,0.04,49.86,49,50.44,0.009
"AMERICAN FALLS","24h",50,0.02,55.82,54.44,56.74,0.013
"AMERICAN FALLS","24h",100,0.01,61.87,59.86,63.25,0.018
"AMERICAN FALLS","24h",200,0.005,68.04,65.22,69.94,0.023
"AMERICAN FALLS","24h",500,0.002,76.38,72.34,79.07,0.029
"AMERICAN FALLS","24h",1000,0.001,82.84,77.76,86.34,0.034
"AMERICAN FALLS","24h",2000,5e-04,89.45,83.19,93.83,0.039
"AMERICAN FALLS","24h",5000,2e-04,98.41,90.41,104.16,0.046
"AMERICAN FALLS","24h",10000,1e-04,105.36,95.88,112.29,0.051
"AMERICAN FALLS","72h",2,0.5,36.29,36.13,36.54,0.004
"AMERICAN FALLS","72h",5,0.2,48.04,47.86,48.25,0.003
"AMERICAN FALLS","72h",10,0.1,55.89,55.42,56.25,0.005
"AMERICAN FALLS","72h",25,0.04,65.89,64.83,66.68,0.009
"AMERICAN FALLS","72h",50,0.02,73.38,71.65,74.6,0.013
"AMERICAN FALLS","72h",100,0.01,80.86,78.39,82.63,0.017
"AMERICAN FALLS","72h",200,0.005,88.37,84.99,90.82,0.022
"AMERICAN FALLS","72h",500,0.002,98.36,93.52,101.93,0.027
"AMERICAN FALLS","72h",1000,0.001,105.97,99.94,110.46,0.032
"AMERICAN FALLS","72h",2000,5e-04,113.62,106.28,118.98,0.037
"AMERICAN FALLS","72h",5000,2e-04,123.83,114.44,130.62,0.043
"AMERICAN FALLS","72h",10000,1e-04,131.61,120.62,139.72,0.048
"LEWIS SMITH","24h",2,0.5,47.4,46.99,47.99,0.007
"LEWIS SMITH","24h",5,0.2,60.29,59.87,60.76,0.005
"LEWIS SMITH","24h",10,0.1,68.81,67.71,69.68,0.009
"LEWIS SMITH","24h",25,0.04,79.59,77.24,81.42,0.017
"LEWIS SMITH","24h",50,0.02,87.62,83.99,90.42,0.023
"LEWIS SMITH","24h",100,0.01,95.66,90.65,99.6,0.029
"LEWIS SMITH","24h",200,0.005,103.77,97.18,108.91,0.035
"LEWIS SMITH","24h",500,0.002,114.66,105.76,121.64,0.043
"LEWIS SMITH","24h",1000,0.001,123.07,112.38,131.63,0.049
"LEWIS SMITH","24h",2000,5e-04,131.65,118.9,141.83,0.055
"LEWIS SMITH","24h",5000,2e-04,143.27,127.69,155.82,0.062
"LEWIS SMITH","24h",10000,1e-04,152.3,134.29,166.76,0.068
"LEWIS SMITH","72h",2,0.5,52.93,52.49,53.5,0.006
"LEWIS SMITH","72h",5,0.2,66.91,66.44,67.37,0.004
"LEWIS SMITH","72h",10,0.1,75.67,74.51,76.61,0.009
"LEWIS SMITH","72h",25,0.04,86.17,83.93,88.02,0.015
"LEWIS SMITH","72h",50,0.02,93.61,90.48,96.16,0.019
"LEWIS SMITH","72h",100,0.01,100.75,96.7,104.09,0.023
"LEWIS SMITH","72h",200,0.005,107.66,102.66,111.82,0.026
"LEWIS SMITH","72h",500,0.002,116.52,110.22,121.76,0.031
"LEWIS SMITH","72h",1000,0.001,123.07,115.82,129.14,0.034
"LEWIS SMITH","72h",2000,5e-04,129.5,121.26,136.39,0.036
"LEWIS SMITH","72h",5000,2e-04,137.85,128.21,145.81,0.04
"LEWIS SMITH","72h",10000,1e-04,144.07,133.33,152.85,0.042
"IRON BRIDGE DAM","24h",2,0.5,47.4,46.99,47.99,0.007
"IRON BRIDGE DAM","24h",5,0.2,60.29,59.87,60.76,0.005
"IRON BRIDGE DAM","24h",10,0.1,68.81,67.71,69.68,0.009
"IRON BRIDGE DAM","24h",25,0.04,79.59,77.24,81.42,0.017
"IRON BRIDGE DAM","24h",50,0.02,87.62,83.99,90.42,0.023
"IRON BRIDGE DAM","24h",100,0.01,95.66,90.65,99.6,0.029
"IRON BRIDGE DAM","24h",200,0.005,103.77,97.18,108.91,0.035
"IRON BRIDGE DAM","24h",500,0.002,114.66,105.76,121.64,0.043
"IRON BRIDGE DAM","24h",1000,0.001,123.07,112.38,131.63,0.049
"IRON BRIDGE DAM","24h",2000,5e-04,131.65,118.9,141.83,0.055
"IRON BRIDGE DAM","24h",5000,2e-04,143.27,127.69,155.82,0.062
"IRON BRIDGE DAM","24h",10000,1e-04,152.3,134.29,166.76,0.068
"IRON BRIDGE DAM","72h",2,0.5,52.93,52.49,53.5,0.006
"IRON BRIDGE DAM","72h",5,0.2,66.91,66.44,67.37,0.004
"IRON BRIDGE DAM","72h",10,0.1,75.67,74.51,76.61,0.009
"IRON BRIDGE DAM","72h",25,0.04,86.17,83.93,88.02,0.015
"IRON BRIDGE DAM","72h",50,0.02,93.61,90.48,96.16,0.019
"IRON BRIDGE DAM","72h",100,0.01,100.75,96.7,104.09,0.023
"IRON BRIDGE DAM","72h",200,0.005,107.66,102.66,111.82,0.026
"IRON BRIDGE DAM","72h",500,0.002,116.52,110.22,121.76,0.031
"IRON BRIDGE DAM","72h",1000,0.001,123.07,115.82,129.14,0.034
"IRON BRIDGE DAM","72h",2000,5e-04,129.5,121.26,136.39,0.036
"IRON BRIDGE DAM","72h",5000,2e-04,137.85,128.21,145.81,0.04
"IRON BRIDGE DAM","72h",10000,1e-04,144.07,133.33,152.85,0.042
"DOUGLAS","24h",2,0.5,91.26,90.71,92.1,0.005
"DOUGLAS","24h",5,0.2,120.72,120.19,121.38,0.003
"DOUGLAS","24h",10,0.1,141.31,140.05,142.47,0.005
"DOUGLAS","24h",25,0.04,168.63,165.23,171.05,0.011
"DOUGLAS","24h",50,0.02,189.89,184.1,194.03,0.016
"DOUGLAS","24h",100,0.01,211.86,203.09,218.11,0.022
"DOUGLAS","24h",200,0.005,234.64,222.3,243.33,0.028
"DOUGLAS","24h",500,0.002,266.14,248.23,278.77,0.036
"DOUGLAS","24h",1000,0.001,291.07,268.47,307.47,0.042
"DOUGLAS","24h",2000,5e-04,317.01,288.02,337.5,0.049
"DOUGLAS","24h",5000,2e-04,352.93,315.06,380.17,0.058
"DOUGLAS","24h",10000,1e-04,381.39,335.84,414.3,0.065
"DOUGLAS","72h",2,0.5,117.99,117.28,119.16,0.005
"DOUGLAS","72h",5,0.2,155.93,155.32,156.72,0.003
"DOUGLAS","72h",10,0.1,182.83,181.03,184.13,0.006
"DOUGLAS","72h",25,0.04,218.98,214.1,222.29,0.012
"DOUGLAS","72h",50,0.02,247.46,239.23,252.78,0.018
"DOUGLAS","72h",100,0.01,277.21,264.82,285.24,0.024
"DOUGLAS","72h",200,0.005,308.4,290.59,320.02,0.03
"DOUGLAS","72h",500,0.002,352.03,325.57,369.01,0.039
"DOUGLAS","72h",1000,0.001,387,353.02,408.89,0.046
"DOUGLAS","72h",2000,5e-04,423.77,381.27,451.55,0.053
"DOUGLAS","72h",5000,2e-04,475.29,418.7,513.37,0.063
"DOUGLAS","72h",10000,1e-04,516.62,447.58,563.97,0.071
"MARTIN","24h",2,0.5,47.4,46.99,47.99,0.007
"MARTIN","24h",5,0.2,60.29,59.87,60.76,0.005
"MARTIN","24h",10,0.1,68.81,67.71,69.68,0.009
"MARTIN","24h",25,0.04,79.59,77.24,81.42,0.017
"MARTIN","24h",50,0.02,87.62,83.99,90.42,0.023
"MARTIN","24h",100,0.01,95.66,90.65,99.6,0.029
"MARTIN","24h",200,0.005,103.77,97.18,108.91,0.035
"MARTIN","24h",500,0.002,114.66,105.76,121.64,0.043
"MARTIN","24h",1000,0.001,123.07,112.38,131.63,0.049
"MARTIN","24h",2000,5e-04,131.65,118.9,141.83,0.055
"MARTIN","24h",5000,2e-04,143.27,127.69,155.82,0.062
"MARTIN","24h",10000,1e-04,152.3,134.29,166.76,0.068
"MARTIN","72h",2,0.5,52.93,52.49,53.5,0.006
"MARTIN","72h",5,0.2,66.91,66.44,67.37,0.004
"MARTIN","72h",10,0.1,75.67,74.51,76.61,0.009
"MARTIN","72h",25,0.04,86.17,83.93,88.02,0.015
"MARTIN","72h",50,0.02,93.61,90.48,96.16,0.019
"MARTIN","72h",100,0.01,100.75,96.7,104.09,0.023
"MARTIN","72h",200,0.005,107.66,102.66,111.82,0.026
"MARTIN","72h",500,0.002,116.52,110.22,121.76,0.031
"MARTIN","72h",1000,0.001,123.07,115.82,129.14,0.034
"MARTIN","72h",2000,5e-04,129.5,121.26,136.39,0.036
"MARTIN","72h",5000,2e-04,137.85,128.21,145.81,0.04
"MARTIN","72h",10000,1e-04,144.07,133.33,152.85,0.042
"MONTICELLO","24h",2,0.5,109.25,108.59,110.23,0.005
"MONTICELLO","24h",5,0.2,146.51,145.88,147.25,0.003
"MONTICELLO","24h",10,0.1,172.22,170.64,173.43,0.005
"MONTICELLO","24h",25,0.04,205.93,201.78,208.82,0.011
"MONTICELLO","24h",50,0.02,231.86,224.87,236.39,0.016
"MONTICELLO","24h",100,0.01,258.39,248.08,265.2,0.022
"MONTICELLO","24h",200,0.005,285.65,271.39,295.43,0.027
"MONTICELLO","24h",500,0.002,322.9,302.31,337.53,0.035
"MONTICELLO","24h",1000,0.001,352.06,326.03,371.04,0.041
"MONTICELLO","24h",2000,5e-04,382.11,349.83,405.99,0.047
"MONTICELLO","24h",5000,2e-04,423.25,381.05,454.69,0.056
"MONTICELLO","24h",10000,1e-04,455.48,404.96,493.6,0.062
"MONTICELLO","72h",2,0.5,178.11,176.65,180.03,0.006
"MONTICELLO","72h",5,0.2,251.05,249.94,252.31,0.003
"MONTICELLO","72h",10,0.1,301.87,298.54,304.55,0.006
"MONTICELLO","72h",25,0.04,368.54,360.52,374.54,0.012
"MONTICELLO","72h",50,0.02,419.82,407.37,429.19,0.017
"MONTICELLO","72h",100,0.01,472.4,454.67,485.98,0.021
"MONTICELLO","72h",200,0.005,526.59,502.92,544.66,0.025
"MONTICELLO","72h",500,0.002,601.06,568.58,625.75,0.031
"MONTICELLO","72h",1000,0.001,659.76,619.56,691.23,0.035
"MONTICELLO","72h",2000,5e-04,720.66,671.73,759.73,0.039
"MONTICELLO","72h",5000,2e-04,804.73,743.11,854.45,0.043
"MONTICELLO","72h",10000,1e-04,871.17,799.85,929.02,0.047
"DAVIS BOR","24h",2,0.5,36.87,36.52,37.54,0.01
"DAVIS BOR","24h",5,0.2,51.43,51.16,51.84,0.005
"DAVIS BOR","24h",10,0.1,62.07,61.19,62.82,0.008
"DAVIS BOR","24h",25,0.04,77.56,75.08,79.3,0.018
"DAVIS BOR","24h",50,0.02,90.97,86.64,93.66,0.026
"DAVIS BOR","24h",100,0.01,106.26,99.41,110.38,0.035
"DAVIS BOR","24h",200,0.005,123.79,113.82,129.73,0.044
"DAVIS BOR","24h",500,0.002,151.06,135.69,160.2,0.056
"DAVIS BOR","24h",1000,0.001,175.36,154.58,187.92,0.066
"DAVIS BOR","24h",2000,5e-04,203.36,175.91,220.23,0.076
"DAVIS BOR","24h",5000,2e-04,247.06,207.69,271.54,0.09
"DAVIS BOR","24h",10000,1e-04,286.04,235.05,317.99,0.101
"DAVIS BOR","72h",2,0.5,45.17,44.75,45.84,0.008
"DAVIS BOR","72h",5,0.2,65.32,64.9,65.82,0.004
"DAVIS BOR","72h",10,0.1,79.07,78.02,79.92,0.008
"DAVIS BOR","72h",25,0.04,96.93,94.21,98.84,0.015
"DAVIS BOR","72h",50,0.02,110.54,106.04,113.56,0.021
"DAVIS BOR","72h",100,0.01,124.36,117.62,128.85,0.028
"DAVIS BOR","72h",200,0.005,138.44,129.02,144.83,0.035
"DAVIS BOR","72h",500,0.002,157.51,144.03,166.77,0.044
"DAVIS BOR","72h",1000,0.001,172.31,155.23,184.05,0.052
