"site","site_id","duration","station","n","mean","Lcv","Lskew","Lkurt"
"CROOKED CREEK DAM","PA00102","24h","USC00361526",27,62.719,0.1823,0.1378,0.3553
"CROOKED CREEK DAM","PA00102","24h","USW00004751",64,59.865,0.1731,0.1052,0.2094
"CROOKED CREEK DAM","PA00102","24h","USC00468777",52,64.877,0.1603,0.1395,0.0913
"CROOKED CREEK DAM","PA00102","24h","USC00186620",116,63.74,0.1741,0.2114,0.1296
"CROOKED CREEK DAM","PA00102","24h","USC00460527",110,65.039,0.1695,0.2435,0.16
"CROOKED CREEK DAM","PA00102","24h","USC00466293",22,61.462,0.2001,0.3179,0.2853
"CROOKED CREEK DAM","PA00102","24h","USC00361806",31,60.287,0.1376,0.1578,0.2533
"CROOKED CREEK DAM","PA00102","24h","USC00468807",60,65.693,0.1909,0.2694,0.1893
"CROOKED CREEK DAM","PA00102","72h","USC00360736",40,87.602,0.1815,0.0624,0.0512
"CROOKED CREEK DAM","PA00102","72h","USC00364836",22,85.059,0.2025,0.3271,0.2307
"CROOKED CREEK DAM","PA00102","72h","USC00364839",29,88.864,0.1471,0.2119,0.1775
"CROOKED CREEK DAM","PA00102","72h","USC00361255",47,79.501,0.174,0.1256,0.1126
"CROOKED CREEK DAM","PA00102","72h","USC00362466",41,82.204,0.1341,0.1862,0.1649
"CROOKED CREEK DAM","PA00102","72h","USW00004726",26,82.067,0.2119,0.1317,0.1348
"CROOKED CREEK DAM","PA00102","72h","USC00362298",22,74.801,0.1555,0.1688,0.148
"CROOKED CREEK DAM","PA00102","72h","USC00361895",33,84.735,0.1917,0.3243,0.1745
"CROOKED CREEK DAM","PA00102","72h","USC00368249",58,83.119,0.1595,0.1543,0.0618
"CROOKED CREEK DAM","PA00102","72h","USC00368244",76,76.293,0.1656,0.2406,0.162
"CROOKED CREEK DAM","PA00102","72h","USC00361073",20,72.703,0.202,0.2884,0.1694
"CROOKED CREEK DAM","PA00102","72h","USC00361350",34,80.255,0.1345,0.2261,0.1563
"CROOKED CREEK DAM","PA00102","72h","USC00365684",22,82.11,0.1934,0.2323,0.2356
"CROOKED CREEK DAM","PA00102","72h","USC00365686",57,78.681,0.174,0.209,0.2203
"CROOKED CREEK DAM","PA00102","72h","USC00368395",32,84.73,0.1678,0.2798,0.1833
"CROOKED CREEK DAM","PA00102","72h","USC00183402",24,80.276,0.1701,0.2226,0.2039
"CROOKED CREEK DAM","PA00102","72h","USC00183795",39,77.535,0.18,0.164,0.0433
"CROOKED CREEK DAM","PA00102","72h","USC00180881",24,78.623,0.1864,0.2374,0.1968
"CROOKED CREEK DAM","PA00102","72h","USC00185832",24,79.525,0.1074,0.2241,0.2121
"CROOKED CREEK DAM","PA00102","72h","USC00183415",55,88.561,0.1703,0.3291,0.1901
"CROOKED CREEK DAM","PA00102","72h","USC00183410",68,92.656,0.1599,0.245,0.1864
"CROOKED CREEK DAM","PA00102","72h","USC00188315",37,83.051,0.194,0.182,0.0818
"CROOKED CREEK DAM","PA00102","72h","US1MDGR0004",20,90.784,0.1778,0.2054,0.1034
"CROOKED CREEK DAM","PA00102","72h","USC00361526",27,77.998,0.1729,0.0739,0.1988
"CROOKED CREEK DAM","PA00102","72h","USW00004751",64,73.734,0.182,0.1743,0.2533
"CROOKED CREEK DAM","PA00102","72h","USC00468777",52,87.075,0.1599,0.1833,0.0981
"CROOKED CREEK DAM","PA00102","72h","USC00186620",116,80.627,0.1613,0.2177,0.1481
"CROOKED CREEK DAM","PA00102","72h","USC00460527",110,87.269,0.1476,0.1797,0.182
"CROOKED CREEK DAM","PA00102","72h","USC00466293",22,78.973,0.1566,0.3043,0.2054
"CROOKED CREEK DAM","PA00102","72h","USC00468807",60,89.213,0.1681,0.2241,0.0879
"ROCK ISLAND","WA00084","24h","USC00459077",39,36.916,0.2408,0.2813,0.1825
"ROCK ISLAND","WA00084","24h","USS0020B25S",48,45.678,0.2066,0.2146,0.2292
"ROCK ISLAND","WA00084","24h","USS0020B07S",44,54.268,0.236,0.2354,0.192
"ROCK ISLAND","WA00084","24h","USS0020B11S",44,52.188,0.2024,0.141,0.1413
"ROCK ISLAND","WA00084","24h","USC00459012",104,27.416,0.1945,0.2185,0.1799
"ROCK ISLAND","WA00084","24h","USC00454971",48,24.982,0.1663,0.3169,0.2215
"ROCK ISLAND","WA00084","24h","USS0021B51S",42,83.585,0.2246,0.2082,0.1623
"ROCK ISLAND","WA00084","24h","USC00454394",61,64.102,0.1982,0.3265,0.1955
"ROCK ISLAND","WA00084","24h","USC00454446",44,70.15,0.2359,0.1946,0.13
"ROCK ISLAND","WA00084","24h","USS0021B04S",43,85.57,0.173,0.1393,0.1322
"ROCK ISLAND","WA00084","24h","USS0020B24S",44,62.029,0.2131,0.2721,0.1754
"ROCK ISLAND","WA00084","24h","USC00454406",67,75.03,0.1767,0.236,0.1112
"ROCK ISLAND","WA00084","24h","USC00458089",32,103.162,0.2024,0.209,0.188
"ROCK ISLAND","WA00084","24h","USS0021B01S",44,121.008,0.1731,0.2708,0.2362
"ROCK ISLAND","WA00084","24h","USC00457379",38,101.218,0.1838,0.2281,0.1448
"ROCK ISLAND","WA00084","24h","USC00454414",64,89.45,0.1683,0.1514,0.0787
"ROCK ISLAND","WA00084","24h","USW00024237",63,112.553,0.2392,0.3363,0.2054
"ROCK ISLAND","WA00084","24h","USS0021B10S",44,114.089,0.2001,0.1493,0.1727
"ROCK ISLAND","WA00084","24h","USC00457781",38,105.563,0.148,0.2145,0.1005
"ROCK ISLAND","WA00084","24h","USS0021B55S",45,145.494,0.1867,0.1455,0.1656
"ROCK ISLAND","WA00084","24h","USC00458442",27,44.179,0.235,0.2729,0.1752
"ROCK ISLAND","WA00084","24h","USS0021B20S",33,114.202,0.1916,0.136,0.1173
"ROCK ISLAND","WA00084","24h","USS0021B59S",33,115.5,0.1858,0.1879,0.2406
"ROCK ISLAND","WA00084","24h","USC00453730",55,68.398,0.2155,0.3307,0.2413
"ROCK ISLAND","WA00084","24h","USC00450969",49,70.595,0.154,0.0819,0.1242
"ROCK ISLAND","WA00084","24h","USS0021B13S",43,64.481,0.179,0.088,0.1902
"ROCK ISLAND","WA00084","24h","USS0021B21S",33,107.497,0.1688,0.1434,0.1703
"ROCK ISLAND","WA00084","24h","USC00457038",59,53.995,0.1944,0.2112,0.2255
"ROCK ISLAND","WA00084","24h","USS0020A23S",44,88.127,0.168,0.1996,0.2463
"ROCK ISLAND","WA00084","24h","USS0021C38S",45,90.438,0.2079,0.1211,0.1522
"ROCK ISLAND","WA00084","24h","USC00459238",107,25.054,0.1771,0.1883,0.1117
"ROCK ISLAND","WA00084","24h","USC00458115",49,37.302,0.1907,0.1652,0.1376
"ROCK ISLAND","WA00084","24h","USS0021B17S",31,122.492,0.18,0.2479,0.2951
"ROCK ISLAND","WA00084","24h","USS0021C17S",43,102.856,0.197,0.1496,0.1575
"ROCK ISLAND","WA00084","24h","USS0021B62S",29,64.429,0.2269,0.2557,0.1736
"ROCK ISLAND","WA00084","24h","USS0021B42S",44,109.718,0.2089,0.2023,0.1909
"ROCK ISLAND","WA00084","24h","USS0021B60S",30,166.942,0.1734,0.185,0.2066
"ROCK ISLAND","WA00084","24h","USS0021C10S",44,51.602,0.1967,0.1474,0.1471
"ROCK ISLAND","WA00084","24h","USC00458508",55,89.685,0.1568,0.2194,0.1657
"ROCK ISLAND","WA00084","24h","USS0021C28S",46,64.95,0.204,0.2008,0.1778
"ROCK ISLAND","WA00084","24h","USS0021C33S",45,92.416,0.23,0.2023,0.1713
"ROCK ISLAND","WA00084","24h","USS0021B48S",31,164.623,0.1431,0.0644,0.1096
"ROCK ISLAND","WA00084","24h","USC00453410",23,35.104,0.2158,0.2258,0.1196
"ROCK ISLAND","WA00084","24h","USS0019A13S",35,43.211,0.1612,0.0273,0.18
"ROCK ISLAND","WA00084","24h","USS0021C39S",36,47.039,0.1763,0.0372,0.1032
"ROCK ISLAND","WA00084","24h","USS0020A12S",47,97.531,0.1602,0.1922,0.1901
"ROCK ISLAND","WA00084","24h","USC00451666",79,34.109,0.1976,0.274,0.2031
"ROCK ISLAND","WA00084","24h","USS0020A09S",45,84.582,0.1738,-0.0335,0.1188
"ROCK ISLAND","WA00084","24h","USC00453502",56,25.831,0.1565,0.156,0.1147
"ROCK ISLAND","WA00084","24h","USC00453515",57,23.847,0.1855,0.3093,0.2918
"ROCK ISLAND","WA00084","72h","USC00459077",39,43.347,0.2003,0.1884,0.1773
"ROCK ISLAND","WA00084","72h","USS0020B25S",48,62.566,0.169,0.1751,0.1699
"ROCK ISLAND","WA00084","72h","USS0020B07S",44,73.54,0.2051,0.1555,0.1851
"ROCK ISLAND","WA00084","72h","USS0020B11S",44,73.671,0.1699,0.157,0.2081
"ROCK ISLAND","WA00084","72h","USC00459012",104,34.284,0.1928,0.186,0.14
"ROCK ISLAND","WA00084","72h","USS0020B02S",45,87.733,0.2138,0.2171,0.1545
"ROCK ISLAND","WA00084","72h","USC00454971",48,30.967,0.1606,0.2604,0.1508
"ROCK ISLAND","WA00084","72h","USS0021B51S",42,131.445,0.1843,0.1771,0.1447
"ROCK ISLAND","WA00084","72h","USC00454394",61,98.855,0.2104,0.282,0.2271
"ROCK ISLAND","WA00084","72h","USS0021B04S",43,136.77,0.1689,0.1618,0.234
"ROCK ISLAND","WA00084","72h","USS0020B24S",44,95.118,0.206,0.2628,0.2534
"ROCK ISLAND","WA00084","72h","USC00454406",67,116.584,0.1782,0.1335,0.1338
"ROCK ISLAND","WA00084","72h","USC00458089",32,161.337,0.219,0.2276,0.1748
"ROCK ISLAND","WA00084","72h","USS0021B01S",44,189.445,0.1674,0.2431,0.2743
"ROCK ISLAND","WA00084","72h","USC00457379",38,163.689,0.1725,0.0187,0.0667
"ROCK ISLAND","WA00084","72h","USC00451426",20,144.071,0.1895,0.1722,0.1046
"ROCK ISLAND","WA00084","72h","USC00454414",64,142.003,0.1663,0.1412,0.0911
"ROCK ISLAND","WA00084","72h","USW00024237",63,181.842,0.2025,0.2537,0.1843
"ROCK ISLAND","WA00084","72h","USS0021B10S",44,177.425,0.1846,0.1852,0.1709
"ROCK ISLAND","WA00084","72h","USC00457781",38,177.754,0.1483,0.1461,0.1296
"ROCK ISLAND","WA00084","72h","USS0021B55S",45,238.129,0.1624,0.1259,0.2256
"ROCK ISLAND","WA00084","72h","USC00458442",27,61.003,0.2166,0.2838,0.1372
"ROCK ISLAND","WA00084","72h","USS0021B20S",33,192.501,0.1966,0.183,0.1578
"ROCK ISLAND","WA00084","72h","USS0021B59S",33,189.626,0.1881,0.1664,0.1774
"ROCK ISLAND","WA00084","72h","USC00453730",55,103.655,0.1944,0.2865,0.2117
"ROCK ISLAND","WA00084","72h","USC00450969",49,115.16,0.159,0.0417,0.1425
"ROCK ISLAND","WA00084","72h","USS0021B13S",43,102.401,0.1713,0.1132,0.1661
"ROCK ISLAND","WA00084","72h","USS0021B21S",33,180.756,0.1801,0.1433,0.149
"ROCK ISLAND","WA00084","72h","USC00457038",59,81.56,0.229,0.3079,0.2674
"ROCK ISLAND","WA00084","72h","USS0020A23S",44,141.047,0.1502,0.1505,0.2852
"ROCK ISLAND","WA00084","72h","USS0021C38S",45,145.514,0.2078,0.1711,0.162
"ROCK ISLAND","WA00084","72h","USC00459238",107,31.445,0.1693,0.1623,0.1145
"ROCK ISLAND","WA00084","72h","USC00458115",49,48.618,0.1998,0.2333,0.1223
"ROCK ISLAND","WA00084","72h","USS0021B17S",31,203.392,0.172,0.1638,0.1728
"ROCK ISLAND","WA00084","72h","USS0021C17S",43,165.983,0.1631,0.0571,0.1181
"ROCK ISLAND","WA00084","72h","USS0021B62S",29,98.518,0.2299,0.2237,0.1587
"ROCK ISLAND","WA00084","72h","USS0021B42S",44,173.92,0.1874,0.1795,0.1589
"ROCK ISLAND","WA00084","72h","USS0021B60S",30,256.889,0.1759,0.2182,0.2726
"ROCK ISLAND","WA00084","72h","USS0021C10S",44,79.923,0.1668,0.1542,0.2106
"ROCK ISLAND","WA00084","72h","USC00458508",55,151.728,0.1446,0.1018,0.0741
"ROCK ISLAND","WA00084","72h","USS0021C28S",46,104.823,0.2064,0.1995,0.1898
"ROCK ISLAND","WA00084","72h","USS0021C33S",45,150.819,0.2118,0.1789,0.0709
"ROCK ISLAND","WA00084","72h","USS0021B48S",31,258.912,0.1456,0.169,0.2977
"ROCK ISLAND","WA00084","72h","USC00453410",23,45.262,0.237,0.2718,0.1147
"ROCK ISLAND","WA00084","72h","USS0019A13S",35,62.636,0.1692,0.1562,0.101
"ROCK ISLAND","WA00084","72h","USS0021C39S",36,73.908,0.1929,0.1606,0.0987
"ROCK ISLAND","WA00084","72h","USS0020A12S",47,142.666,0.1405,0.0526,0.1314
"ROCK ISLAND","WA00084","72h","USC00451666",79,44.332,0.1966,0.2507,0.181
"ROCK ISLAND","WA00084","72h","USS0020A09S",45,133.774,0.1694,0.0174,0.1034
"ROCK ISLAND","WA00084","72h","USC00453502",56,31.77,0.1526,0.1213,0.1262
"ROCK ISLAND","WA00084","72h","USC00453515",57,29.469,0.1639,0.199,0.1822
"DORENA","OR00008","24h","USS0022F42S",45,81.835,0.1739,0.2386,0.2023
"DORENA","OR00008","24h","USC00359324",22,71.791,0.2258,0.4147,0.227
"DORENA","OR00008","24h","USS0022F05S",45,68.116,0.1588,0.2036,0.1751
"DORENA","OR00008","24h","USC00358536",74,64.99,0.1735,0.2266,0.1437
"DORENA","OR00008","24h","USS0022F04S",46,93.343,0.1793,0.299,0.1657
"DORENA","OR00008","24h","USS0022F45S",23,72.119,0.1691,0.1494,0.0492
"DORENA","OR00008","24h","USS0022F43S",46,79.542,0.1525,0.0926,0.135
"DORENA","OR00008","24h","USC00356251",23,84.092,0.1933,0.1727,0.0603
"DORENA","OR00008","24h","USC00351415",21,72.794,0.1917,0.1013,0.1343
"DORENA","OR00008","24h","USS0021F21S",46,72.123,0.1524,0.121,0.171
"DORENA","OR00008","24h","USS0021F10S",46,59.463,0.1724,0.2343,0.104
"DORENA","OR00008","24h","USC00351978",23,54.058,0.2124,0.1502,0.2278
"DORENA","OR00008","24h","USS0022E07S",48,103.202,0.1675,0.1465,0.1158
"DORENA","OR00008","24h","USC00350652",55,98.363,0.1556,0.1641,0.1444
"DORENA","OR00008","24h","USS0022F18S",45,66.645,0.2066,0.3528,0.2853
"DORENA","OR00008","24h","USS0021E07S",45,104.801,0.1375,0.1599,0.17
"DORENA","OR00008","24h","USC00359316",80,42.642,0.1855,0.156,0.1476
"DORENA","OR00008","24h","USS0021F22S",46,49.607,0.1916,0.1966,0.1132
"DORENA","OR00008","24h","USC00357559",22,86.563,0.1411,0.1396,0.2303
"DORENA","OR00008","24h","USC00351546",57,52.573,0.1767,0.0765,0.1099
"DORENA","OR00008","24h","USS0021E13S",46,71.384,0.1693,0.0526,0.0881
"DORENA","OR00008","24h","USS0021E06S",47,86.101,0.1531,0.0731,0.1045
"DORENA","OR00008","24h","USC00351946",93,87.063,0.2108,0.4017,0.2641
"DORENA","OR00008","24h","USS0022G06S",26,75.853,0.1729,0.1166,0.1283
"DORENA","OR00008","24h","USS0023G09S",46,90.791,0.172,0.1042,0.0964
"DORENA","OR00008","24h","USC00356907",99,63.484,0.1753,0.1912,0.1536
"DORENA","OR00008","24h","USC00355221",72,90.513,0.1654,0.2044,0.1363
"DORENA","OR00008","24h","USC00357631",44,93.8,0.1736,0.216,0.1685
"DORENA","OR00008","24h","USC00358221",24,90.772,0.1302,-0.0819,0.0246
"DORENA","OR00008","24h","USS0021G17S",20,59.274,0.1463,0.1382,0.0965
"DORENA","OR00008","24h","USC00354776",28,152.485,0.1608,0.1301,0.0342
"DORENA","OR00008","24h","USS0022G33S",46,87.415,0.2145,0.2416,0.1735
"DORENA","OR00008","24h","USC00351207",41,62.767,0.1891,0.2236,0.0702
"DORENA","OR00008","24h","USC00351574",33,38.417,0.1771,0.124,0.1184
"DORENA","OR00008","24h","USC00357052",50,25.538,0.2023,0.2206,0.1068
"DORENA","OR00008","24h","USS0022G24S",45,71.11,0.2126,0.2043,0.2133
"DORENA","OR00008","24h","USW00024230",75,22.577,0.2086,0.1797,0.1616
"DORENA","OR00008","24h","USC00351571",56,36.307,0.2086,0.2806,0.1833
"DORENA","OR00008","24h","USS0022G12S",48,81.859,0.1834,0.15,0.156
"DORENA","OR00008","72h","USS0022F42S",45,129.189,0.138,0.1144,0.2082
"DORENA","OR00008","72h","USC00359324",22,111.32,0.203,0.2185,0.2046
"DORENA","OR00008","72h","USS0022F05S",45,109.594,0.1286,0.0701,0.1812
"DORENA","OR00008","72h","USC00358536",74,105.408,0.1791,0.1776,0.1753
"DORENA","OR00008","72h","USS0022F04S",46,146.73,0.1529,0.1844,0.196
"DORENA","OR00008","72h","USS0022F45S",23,119.888,0.1679,0.0567,0.0981
"DORENA","OR00008","72h","USS0022F03S",46,128.479,0.1401,0.1235,0.2317
"DORENA","OR00008","72h","USS0022F14S",45,133.383,0.1628,0.3221,0.3341
"DORENA","OR00008","72h","USS0022F43S",46,133.358,0.1398,0.0816,0.1515
"DORENA","OR00008","72h","USC00354835",49,142.409,0.1342,0.0798,0.121
"DORENA","OR00008","72h","USC00356251",23,144.979,0.2143,0.3202,0.1734
"DORENA","OR00008","72h","USC00351415",21,114.153,0.1725,0.0765,0.256
"DORENA","OR00008","72h","USS0021F10S",46,98.517,0.1628,0.1156,0.1236
"DORENA","OR00008","72h","USS0022E07S",48,159.699,0.1508,0.1892,0.2134
"DORENA","OR00008","72h","USC00350652",55,160.352,0.1434,0.2472,0.1263
"DORENA","OR00008","72h","USS0022F18S",45,108.486,0.1806,0.1279,0.2069
"DORENA","OR00008","72h","USS0022E08S",45,154.475,0.1282,0.1516,0.1309
"DORENA","OR00008","72h","USS0021E05S",48,137.949,0.1383,0.1275,0.1527
"DORENA","OR00008","72h","USS0022E09S",44,200.965,0.1328,0.1722,0.1841
"DORENA","OR00008","72h","USS0021F22S",46,77.405,0.1934,0.1929,0.2254
"DORENA","OR00008","72h","USC00357559",22,160.231,0.1676,0.2251,0.2317
"DORENA","OR00008","72h","USC00351546",57,83.473,0.1789,0.1476,0.2114
"DORENA","OR00008","72h","USS0021E13S",46,107.946,0.1637,0.018,0.0837
"DORENA","OR00008","72h","USS0021E06S",47,142.392,0.1442,0.059,0.1243
"DORENA","OR00008","72h","USC00351946",93,144.43,0.1632,0.3219,0.2841
"DORENA","OR00008","72h","USS0022G06S",26,130.513,0.1569,-0.0076,0.0783
"DORENA","OR00008","72h","USS0021E04S",46,168.056,0.1458,0.091,0.0998
"DORENA","OR00008","72h","USS0023G09S",46,145.555,0.1722,0.0454,0.0792
"DORENA","OR00008","72h","USC00355221",72,156.416,0.1556,0.202,0.1152
"DORENA","OR00008","72h","USC00357631",44,152.761,0.175,0.2032,0.1753
"DORENA","OR00008","72h","USC00358221",24,147.788,0.1495,0.0749,0.0684
"DORENA","OR00008","72h","USS0021G17S",20,92.37,0.1598,0.0912,0.1917
"DORENA","OR00008","72h","USC00354776",28,239.401,0.146,0.0523,0.075
"DORENA","OR00008","72h","USS0022G33S",46,138.358,0.1779,0.328,0.2609
"DORENA","OR00008","72h","USC00351207",41,98.438,0.2029,0.1561,0.1765
"DORENA","OR00008","72h","USC00351574",33,55.711,0.1763,0.0168,0.0982
"DORENA","OR00008","72h","USC00350699",25,30.377,0.2224,0.3521,0.2056
"DORENA","OR00008","72h","USS0022G24S",45,119.182,0.1881,0.2236,0.1917
"DORENA","OR00008","72h","USW00024230",75,30.322,0.2017,0.2979,0.2575
"DORENA","OR00008","72h","USS0022G12S",48,128.512,0.1768,0.1838,0.1149
"MILLERS CREEK DAM","TX01029","24h","USC00414570",67,73.516,0.2234,0.236,0.2532
"MILLERS CREEK DAM","TX01029","24h","USC00412621",55,73.279,0.1944,0.2984,0.2358
"MILLERS CREEK DAM","TX01029","24h","USC00417782",81,77.639,0.2012,0.1635,0.2111
"MILLERS CREEK DAM","TX01029","24h","USC00417678",48,72.334,0.2291,0.1587,0.1199
"MILLERS CREEK DAM","TX01029","24h","USC00418939",27,80.037,0.253,0.2943,0.1509
"MILLERS CREEK DAM","TX01029","24h","USC00411696",37,71.022,0.1807,0.1358,0.1235
"MILLERS CREEK DAM","TX01029","24h","USC00414960",54,87.37,0.2165,0.2702,0.0744
"MILLERS CREEK DAM","TX01029","24h","USC00418566",90,66.627,0.2006,0.1989,0.1755
"MILLERS CREEK DAM","TX01029","24h","USC00416433",74,69.877,0.2026,0.2282,0.1623
"MILLERS CREEK DAM","TX01029","24h","USC00415658",77,68.612,0.2202,0.1898,0.1648
"MILLERS CREEK DAM","TX01029","24h","USC00417743",88,80.012,0.2275,0.2897,0.2193
"MILLERS CREEK DAM","TX01029","24h","USC00419845",32,78.556,0.2129,0.2793,0.2002
"MILLERS CREEK DAM","TX01029","24h","USC00419711",30,73.363,0.2261,0.1436,0.0952
"MILLERS CREEK DAM","TX01029","24h","USC00414967",33,67.684,0.2361,0.1543,0.103
"MILLERS CREEK DAM","TX01029","24h","USC00416484",24,87.175,0.2101,0.2678,0.1469
"MILLERS CREEK DAM","TX01029","24h","USC00418326",45,80.587,0.2305,0.0881,0.1257
"MILLERS CREEK DAM","TX01029","24h","USC00418433",101,72.928,0.1972,0.2043,0.1645
"MILLERS CREEK DAM","TX01029","24h","USC00419847",52,85.441,0.2041,0.2018,0.1709
"MILLERS CREEK DAM","TX01029","24h","USC00413579",24,90.767,0.225,0.2626,0.0601
"MILLERS CREEK DAM","TX01029","24h","USC00413196",70,73.31,0.2486,0.2489,0.1602
"MILLERS CREEK DAM","TX01029","72h","USC00414570",67,89.27,0.2224,0.1761,0.1502
"MILLERS CREEK DAM","TX01029","72h","USC00412621",55,94.412,0.2217,0.3321,0.1972
"MILLERS CREEK DAM","TX01029","72h","USC00417782",81,90.851,0.1926,0.1228,0.1692
"MILLERS CREEK DAM","TX01029","72h","USC00417678",48,84.765,0.2337,0.2067,0.1894
"MILLERS CREEK DAM","TX01029","72h","USC00418939",27,95.817,0.2033,0.2466,0.2518
"MILLERS CREEK DAM","TX01029","72h","USC00411696",37,82.698,0.1777,0.0553,0.0783
"MILLERS CREEK DAM","TX01029","72h","USC00414960",54,111.057,0.2179,0.2506,0.1006
"MILLERS CREEK DAM","TX01029","72h","USC00418566",90,82.464,0.2087,0.238,0.2146
"MILLERS CREEK DAM","TX01029","72h","USC00416433",74,89.817,0.2148,0.2203,0.1474
"MILLERS CREEK DAM","TX01029","72h","USC00415658",77,88.077,0.2336,0.2166,0.1817
"MILLERS CREEK DAM","TX01029","72h","USC00417743",88,94.284,0.2248,0.2765,0.1995
"MILLERS CREEK DAM","TX01029","72h","USC00419845",32,97.547,0.1547,0.0681,0.2012
"MILLERS CREEK DAM","TX01029","72h","USC00419711",30,95.793,0.2323,0.3016,0.2712
"MILLERS CREEK DAM","TX01029","72h","USC00414967",33,85.943,0.2181,0.0811,0.1617
"MILLERS CREEK DAM","TX01029","72h","USC00416484",24,107.807,0.1782,0.1901,0.2069
"MILLERS CREEK DAM","TX01029","72h","USC00418326",45,100.363,0.2375,0.108,0.1682
"MILLERS CREEK DAM","TX01029","72h","USC00418433",101,86.708,0.2152,0.228,0.1978
"MILLERS CREEK DAM","TX01029","72h","USC00419847",52,104.579,0.237,0.1485,0.045
"MILLERS CREEK DAM","TX01029","72h","USC00413579",24,106.867,0.2415,0.2286,0.1467
"MILLERS CREEK DAM","TX01029","72h","USC00413196",70,89.813,0.2255,0.2264,0.1987
"MILLERS CREEK DAM","TX01029","72h","USW00003072",20,102.758,0.2496,0.0504,0.2063
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00180881",24,57.559,0.2112,0.2618,0.3654
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00368395",32,66.423,0.1674,0.2547,0.377
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00361073",20,64.393,0.2298,0.3071,0.2818
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00364839",29,70.906,0.1299,0.2731,0.2397
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00364836",22,64.333,0.1877,0.3388,0.3048
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00460143",29,66.802,0.1612,0.2533,0.2501
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00463464",37,63.671,0.1539,0.1967,0.205
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00362298",22,65.879,0.1903,0.1894,0.1529
"JENNINGS RANDOLPH DAM","MD00069","24h","USW00004726",26,60.929,0.1939,0.0575,0.0555
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00468432",20,61.845,0.1728,0.035,0.1281
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00468433",38,68.279,0.219,0.3239,0.3332
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00462151",51,64.804,0.1899,0.32,0.2634
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00360736",40,67.467,0.1909,0.171,0.1095
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00362466",41,61.819,0.1659,0.255,0.1663
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00361895",33,66.879,0.1877,0.4192,0.3105
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00460509",40,60.376,0.1541,0.1867,0.2512
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00446199",36,88.218,0.2288,0.3065,0.1925
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00445698",52,68.096,0.1659,0.1378,0.1554
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00361255",47,60.982,0.1717,0.1651,0.1539
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00464971",28,65.689,0.1531,0.1391,0.1861
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00460249",33,65.971,0.1471,0.1607,0.1798
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00469086",65,62.009,0.1725,0.2934,0.2286
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00466991",66,74.114,0.1614,0.2502,0.2103
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00445880",30,69.476,0.1558,0.1732,0.1992
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00445595",49,70.325,0.1338,0.3162,0.3021
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00468308",48,75.463,0.1441,0.1238,0.1791
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00468051",38,67.782,0.1809,0.3701,0.2976
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00465672",61,63.208,0.1276,0.0848,0.1642
"JENNINGS RANDOLPH DAM","MD00069","24h","USC00461215",67,65.661,0.1323,0.0947,0.1417
"JENNINGS RANDOLPH DAM","MD00069","72h","USC00185832",24,79.525,0.1074,0.2241,0.2121
