"site","site_id","duration","station_id","name","lat","lon","elev_m","distance_km","n_years","mean_mm"
"MAMMOTH POOL","CA00443","72h","USC00044176","HUNTINGTON LAKE",37.2275,-119.2206,2139.7,13.6,71,139.14
"MAMMOTH POOL","CA00443","72h","USC00040755","BIG CREEK PH 1",37.2064,-119.2419,1486.8,14.6,49,135.14
"MAMMOTH POOL","CA00443","72h","USC00046252","N FK RS",37.2328,-119.5097,806.2,19.8,67,139.17
"MAMMOTH POOL","CA00443","72h","USC00045496","MEADOW LAKE",37.0833,-119.4333,1366.1,28.6,27,123.49
"MAMMOTH POOL","CA00443","72h","USC00040379","AUBERRY 2 NW",37.0919,-119.5128,637,31,90,100.47
"MAMMOTH POOL","CA00443","72h","USC00048380","SO ENTRANCE YOSEMITE NP",37.5122,-119.6331,1538.3,34.9,65,185.95
"MAMMOTH POOL","CA00443","72h","USC00041878","COARSEGOLD 1 SW",37.2503,-119.7053,679.7,35.3,25,101.99
"MAMMOTH POOL","CA00443","72h","USC00049855","YOSEMITE PARK HQ",37.7503,-119.5897,1224.7,53.2,83,144.31
"MAMMOTH POOL","CA00443","72h","USC00045346","MARIPOSA",37.4833,-119.9667,613,60.1,65,129.09
"MAMMOTH POOL","CA00443","72h","USC00040820","ASPENDELL",37.2322,-118.5994,2581.7,64.3,32,81.51
"MAMMOTH POOL","CA00443","72h","USC00043551","GRANT GROVE",36.7375,-118.9619,2005.6,72.4,73,189.72
"MAMMOTH POOL","CA00443","72h","USC00044881","LEE VINING",37.9567,-119.1194,2071.7,72.6,36,72.47
"MAMMOTH POOL","CA00443","72h","USC00045400","MATHER",37.885,-119.8561,1374.6,78.5,49,119.73
"MAMMOTH POOL","CA00443","72h","USC00043939","HETCH HETCHY",37.9614,-119.7831,1179.6,82,102,127.54
"MAMMOTH POOL","CA00443","72h","USC00042539","DUDLEYS",37.75,-120.1,915,83.8,62,146.19
"MAMMOTH POOL","CA00443","72h","USC00044679","LAKE ELEANOR",37.9667,-119.8833,1421,87.2,41,163.86
"MAMMOTH POOL","CA00443","72h","USC00043672","GROVELAND RS",37.8231,-120.0983,958.6,88.5,48,145.13
"MAMMOTH POOL","CA00443","72h","USC00041697","CHERRY VALLEY DAM",37.9747,-119.9161,1452.4,89.6,62,188.9
"MAMMOTH POOL","CA00443","72h","USC00045026","LODGEPOLE",36.6044,-118.7325,2052.8,95.3,49,198.39
"MAMMOTH POOL","CA00443","72h","USC00043397","GIANT FOREST",36.5667,-118.7667,1955,97.3,44,211.06
"MAMMOTH POOL","CA00443","72h","USC00040943","BODIE CALIFORNIA ST HISTORIC P",38.2119,-119.0142,2551.2,102.4,53,51.24
"MAMMOTH POOL","CA00443","72h","USC00041072","BRIDGEPORT",38.2575,-119.2286,1972.1,104.2,65,48.14
"MAMMOTH POOL","CA00443","72h","USS0019L08S","Leavitt Meadows",38.3,-119.55,2194,110.5,46,130.86
"MAMMOTH POOL","CA00443","72h","USC00041075","BRIDGEPORT DAM",38.3167,-119.2167,1958,110.8,28,55.98
"MAMMOTH POOL","CA00443","72h","USC00042331","DEEP SPRINGS COLLEGE",37.3739,-117.9803,1592.6,118.3,38,34.93
"MAMMOTH POOL","CA00443","72h","USC00262431","DYER 5S",37.6064,-118,1493.5,120.4,74,31.83
"MAMMOTH POOL","CA00443","72h","USS0019L06S","Poison Flat",38.51,-119.63,2357.9,134.8,46,113.86
"MAMMOTH POOL","CA00443","72h","USC00041277","CALAVERAS BIG TREES",38.2769,-120.3114,1431,137.4,85,199.85
"MAMMOTH POOL","CA00443","72h","USC00048463","SPRINGVILLE TULE HD",36.1933,-118.6567,1240.5,138.7,38,162.24
"MAMMOTH POOL","CA00443","72h","USC00048455","SPRINGVILLE 7 ENE",36.1667,-118.7,752.9,139.9,20,135.13
"MAMMOTH POOL","CA00443","72h","USC00263512","HAWTHORNE",38.5156,-118.6208,1341.1,146,31,21.55
"MAMMOTH POOL","CA00443","72h","USC00263515","HAWTHORNE AP",38.55,-118.6667,1286.3,147.9,49,24.96
"MAMMOTH POOL","CA00443","72h","USC00048781","TAMARACK",38.6,-119.9333,2457.9,151.9,23,149.12
"MAMMOTH POOL","CA00443","72h","USS0019L40S","Monitor Pass",38.67,-119.61,2532.9,152,36,81.18
"MAMMOTH POOL","CA00443","72h","USC00047689","SALT SPRINGS PWR HOUSE",38.5006,-120.2189,1127.8,153,48,154.56
"MAMMOTH POOL","CA00443","72h","USC00268034","THORNE",38.6,-118.6,1281.1,155.3,27,20.33
"MAMMOTH POOL","CA00443","72h","USS0019L39S","Spratt Creek",38.67,-119.82,1863.9,156.1,46,123.48
"MAMMOTH POOL","CA00443","72h","USC00044204","IDRIA",36.4167,-120.6667,808,156.7,47,78.13
"MAMMOTH POOL","CA00443","72h","USC00045356","MARKLEEVILLE",38.6919,-119.7803,1685.5,157.5,34,93.35
"CAVE BUTTES","AZ10007","24h","USC00026603","PINNACLE PEAK",33.7275,-111.8606,781.8,17.2,22,44.89
"CAVE BUTTES","AZ10007","24h","USC00021282","CAREFREE",33.8164,-111.9017,771.1,17.4,46,47.42
"CAVE BUTTES","AZ10007","24h","USC00021353","CASTLE HOT SPRINGS",33.9825,-112.3628,606.6,41.5,59,58.7
"CAVE BUTTES","AZ10007","24h","USC00021059","BUMBLE BEE",34.2,-112.15,762.9,54.6,26,54.02
"CAVE BUTTES","AZ10007","24h","USC00020288","APACHE JUNCTION 5 NE",33.4625,-111.4814,630.9,59.5,39,49.55
"CAVE BUTTES","AZ10007","24h","USC00022329","CROWN KING",34.2097,-112.3453,1804.4,61.3,71,78.88
"CAVE BUTTES","AZ10007","24h","USC00022109","CORDES",34.305,-112.165,1149.4,66.3,101,48.9
"CAVE BUTTES","AZ10007","24h","USC00027081","RENO RS",33.8667,-111.3167,737.9,69.5,42,60.75
"CAVE BUTTES","AZ10007","24h","USC00026840","PUNKIN CTR",33.8556,-111.3064,708.7,70.1,29,55.19
"CAVE BUTTES","AZ10007","24h","USC00029287","WICKENBURG",33.9792,-112.7403,638.6,70.4,96,45.57
"CAVE BUTTES","AZ10007","24h","USC00028391","SYCAMORE RS",34.35,-111.9667,1220.1,70.8,35,48.89
"CAVE BUTTES","AZ10007","24h","USC00021614","CHILDS",34.3494,-111.6981,807.7,77.3,87,54.54
"CAVE BUTTES","AZ10007","24h","USC00029166","WALNUT GROVE",34.2975,-112.5586,1147.3,80,121,52.55
"CAVE BUTTES","AZ10007","24h","USC00028184","STANTON",34.1667,-112.7333,1061,80.7,26,49.07
"CAVE BUTTES","AZ10007","24h","USC00023448","GISELA",34.1111,-111.2758,883.9,83.5,97,51.77
"CAVE BUTTES","AZ10007","24h","USC00024391","IRVING",34.4025,-111.6181,1156.7,85.8,55,54.97
"CAVE BUTTES","AZ10007","24h","USW00093139","PAYSON",34.2325,-111.3447,1478.3,86.5,73,58.09
"CAVE BUTTES","AZ10007","24h","USC00025825","NATURAL BRG",34.3219,-111.4533,1404.5,86.7,97,58.92
"CAVE BUTTES","AZ10007","24h","USC00027281","ROOSEVELT 1 S",33.6489,-111.1089,794,87.1,112,49.57
"CAVE BUTTES","AZ10007","24h","USC00026320","PAYSON RS",34.2333,-111.3333,1478.9,87.3,57,57.59
"CAVE BUTTES","AZ10007","24h","USC00023185","FOSSIL SPRINGS",34.4167,-111.5667,1302.1,89.5,20,54.56
"CAVE BUTTES","AZ10007","24h","USC00023713","GROOM CREEK",34.4833,-112.45,1861.1,93,27,61.61
"CAVE BUTTES","AZ10007","24h","USC00028348","SUPERIOR",33.3003,-111.0972,871.7,99.5,84,55.12
"CAVE BUTTES","AZ10007","24h","USC00027876","SIERRA ANCHA",33.7986,-110.9714,1554.5,99.8,48,68.9
"CAVE BUTTES","AZ10007","24h","USC00025635","MONTEZUMA CASTLE NM",34.6106,-111.8383,969.3,101.2,86,43.06
"CAVE BUTTES","AZ10007","24h","USS0011R06S","Baker Butte",34.46,-111.41,2225,101.3,45,77.57
"CAVE BUTTES","AZ10007","24h","USC00026796","PRESCOTT",34.5706,-112.4322,1586.5,101.3,124,52.04
"CAVE BUTTES","AZ10007","24h","USC00024345","INTAKE",33.6167,-110.9333,677,103.6,41,43.25
"CAVE BUTTES","AZ10007","24h","USC00026315","PAYSON 12 NNE",34.4,-111.2667,1677.9,104.6,25,67.66
"CAVE BUTTES","AZ10007","24h","USS0010S01S","Workman Creek",33.81,-110.92,2103.1,104.7,45,89.93
"CAVE BUTTES","AZ10007","24h","USC00020670","BEAVER CREEK",34.6417,-111.7831,1074.4,105.7,43,46.2
"CAVE BUTTES","AZ10007","24h","USC00026561","PINAL RCH",33.35,-110.9833,1378.9,106.7,77,71.42
"CAVE BUTTES","AZ10007","24h","USC00029601","YAVA 6 ESE",34.45,-112.8,1153.1,107,28,42.17
"CAVE BUTTES","AZ10007","24h","USC00020060","AGUILA",33.9433,-113.1875,659.9,108.3,62,40.78
"CAVE BUTTES","AZ10007","24h","USC00026653","PLEASANT VALLEY",34.1003,-110.9658,1579.8,108.5,49,52.75
"CAVE BUTTES","AZ10007","24h","USW00023184","PRESCOTT LOVE FLD",34.6492,-112.4222,1528,109.3,78,41.97
"CAVE BUTTES","AZ10007","24h","USC00029622","YOUNG",34.1,-110.9333,1539.8,111.2,43,51.24
"CAVE BUTTES","AZ10007","24h","USC00020098","ALAMO RS",33.5,-110.85,926.9,113.4,20,39.82
"CAVE BUTTES","AZ10007","24h","USC00024053","HILLSIDE 4 NNE",34.47,-112.8881,1011.9,114.1,42,50.52
"CAVE BUTTES","AZ10007","24h","USC00025512","MIAMI",33.4044,-110.87,1085.1,114.4,98,53.91
"CAVE BUTTES","AZ10007","24h","USC00028650","TONTO CK FISH HAT NO2",34.3839,-111.0972,1947.7,114.7,31,84.4
"CAVE BUTTES","AZ10007","24h","USC00022193","TUZIGOOT NM",34.75,-112.0333,1031.1,114.9,39,41.36
"CAVE BUTTES","AZ10007","24h","USC00024453","JEROME",34.7539,-112.1114,1508.8,115.5,118,52.16
"CAVE BUTTES","AZ10007","24h","USC00028904","TUZIGOOT",34.7706,-112.0264,1057.7,117.2,48,41.17
"CAVE BUTTES","AZ10007","24h","USC00028657","TONTO SPRINGS RS 4 W",34.6167,-112.75,1464,119.2,32,55.37
"CAVE BUTTES","AZ10007","24h","USS0011R10S","Promontory",34.37,-111.01,2417.1,120,43,81.9
"CAVE BUTTES","AZ10007","24h","USC00021654","CHINO VALLEY",34.7569,-112.4567,1447.8,121.6,56,40.24
"CAVE BUTTES","AZ10007","24h","USC00023498","GLOBE RS",33.3833,-110.7833,1083,122.8,71,44.68
"CAVE BUTTES","AZ10007","72h","USC00021282","CAREFREE",33.8164,-111.9017,771.1,17.4,46,61.49
"CAVE BUTTES","AZ10007","72h","USC00021353","CASTLE HOT SPRINGS",33.9825,-112.3628,606.6,41.5,59,75.13
"CAVE BUTTES","AZ10007","72h","USC00021059","BUMBLE BEE",34.2,-112.15,762.9,54.6,26,69.12
"CAVE BUTTES","AZ10007","72h","USC00028273","SUNFLOWER 3 NNW",33.9119,-111.4855,1133.9,56.2,24,110.74
"CAVE BUTTES","AZ10007","72h","USC00020288","APACHE JUNCTION 5 NE",33.4625,-111.4814,630.9,59.5,39,60.13
"CAVE BUTTES","AZ10007","72h","USC00022329","CROWN KING",34.2097,-112.3453,1804.4,61.3,71,111.09
"CAVE BUTTES","AZ10007","72h","USC00022109","CORDES",34.305,-112.165,1149.4,66.3,101,62.57
"CAVE BUTTES","AZ10007","72h","USC00027081","RENO RS",33.8667,-111.3167,737.9,69.5,42,81.88
"CAVE BUTTES","AZ10007","72h","USC00026840","PUNKIN CTR",33.8556,-111.3064,708.7,70.1,29,79.54
"CAVE BUTTES","AZ10007","72h","USC00029287","WICKENBURG",33.9792,-112.7403,638.6,70.4,96,55.59
"CAVE BUTTES","AZ10007","72h","USC00028391","SYCAMORE RS",34.35,-111.9667,1220.1,70.8,35,65.11
"CAVE BUTTES","AZ10007","72h","USC00021614","CHILDS",34.3494,-111.6981,807.7,77.3,87,72.2
"CAVE BUTTES","AZ10007","72h","USC00029166","WALNUT GROVE",34.2975,-112.5586,1147.3,80,121,66.42
"CAVE BUTTES","AZ10007","72h","USC00028184","STANTON",34.1667,-112.7333,1061,80.7,26,62.58
"CAVE BUTTES","AZ10007","72h","USC00023448","GISELA",34.1111,-111.2758,883.9,83.5,97,70.17
"CAVE BUTTES","AZ10007","72h","USC00024391","IRVING",34.4025,-111.6181,1156.7,85.8,55,78.45
"CAVE BUTTES","AZ10007","72h","USW00093139","PAYSON",34.2325,-111.3447,1478.3,86.5,73,77.69
"CAVE BUTTES","AZ10007","72h","USC00025825","NATURAL BRG",34.3219,-111.4533,1404.5,86.7,97,81.76
"CAVE BUTTES","AZ10007","72h","USC00027281","ROOSEVELT 1 S",33.6489,-111.1089,794,87.1,112,67.41
"CAVE BUTTES","AZ10007","72h","USC00026320","PAYSON RS",34.2333,-111.3333,1478.9,87.3,57,74.13
"CAVE BUTTES","AZ10007","72h","USC00023185","FOSSIL SPRINGS",34.4167,-111.5667,1302.1,89.5,20,79.01
"CAVE BUTTES","AZ10007","72h","USC00023713","GROOM CREEK",34.4833,-112.45,1861.1,93,27,83.66
"CAVE BUTTES","AZ10007","72h","USC00028348","SUPERIOR",33.3003,-111.0972,871.7,99.5,84,72.59
"CAVE BUTTES","AZ10007","72h","USC00027876","SIERRA ANCHA",33.7986,-110.9714,1554.5,99.8,48,101.33
"CAVE BUTTES","AZ10007","72h","USC00025635","MONTEZUMA CASTLE NM",34.6106,-111.8383,969.3,101.2,86,52.5
"CAVE BUTTES","AZ10007","72h","USS0011R06S","Baker Butte",34.46,-111.41,2225,101.3,45,108.49
"CAVE BUTTES","AZ10007","72h","USC00026796","PRESCOTT",34.5706,-112.4322,1586.5,101.3,124,68.42
"CAVE BUTTES","AZ10007","72h","USC00024345","INTAKE",33.6167,-110.9333,677,103.6,41,51.24
"CAVE BUTTES","AZ10007","72h","USC00026315","PAYSON 12 NNE",34.4,-111.2667,1677.9,104.6,25,96.73
"CAVE BUTTES","AZ10007","72h","USS0010S01S","Workman Creek",33.81,-110.92,2103.1,104.7,45,128.83
"CAVE BUTTES","AZ10007","72h","USC00020670","BEAVER CREEK",34.6417,-111.7831,1074.4,105.7,43,55.99
"CAVE BUTTES","AZ10007","72h","USC00026561","PINAL RCH",33.35,-110.9833,1378.9,106.7,77,102.89
"CAVE BUTTES","AZ10007","72h","USC00029601","YAVA 6 ESE",34.45,-112.8,1153.1,107,28,55.86
"CAVE BUTTES","AZ10007","72h","USC00020060","AGUILA",33.9433,-113.1875,659.9,108.3,62,46.35
"CAVE BUTTES","AZ10007","72h","USC00026653","PLEASANT VALLEY",34.1003,-110.9658,1579.8,108.5,49,69.42
"CAVE BUTTES","AZ10007","72h","USW00023184","PRESCOTT LOVE FLD",34.6492,-112.4222,1528,109.3,78,50.79
"CAVE BUTTES","AZ10007","72h","USC00029622","YOUNG",34.1,-110.9333,1539.8,111.2,43,66.65
"CAVE BUTTES","AZ10007","72h","USC00028649","TONTO CK HATCHERY",34.3667,-111.1,1915.1,113.3,28,113.67
"CAVE BUTTES","AZ10007","72h","USC00020098","ALAMO RS",33.5,-110.85,926.9,113.4,20,53.68
"CAVE BUTTES","AZ10007","72h","USC00024053","HILLSIDE 4 NNE",34.47,-112.8881,1011.9,114.1,42,66.11
"CAVE BUTTES","AZ10007","72h","USC00025512","MIAMI",33.4044,-110.87,1085.1,114.4,98,75.06
"CAVE BUTTES","AZ10007","72h","USC00028650","TONTO CK FISH HAT NO2",34.3839,-111.0972,1947.7,114.7,31,113.88
"CAVE BUTTES","AZ10007","72h","USC00022193","TUZIGOOT NM",34.75,-112.0333,1031.1,114.9,39,50.11
"CAVE BUTTES","AZ10007","72h","USC00024453","JEROME",34.7539,-112.1114,1508.8,115.5,118,69
"CAVE BUTTES","AZ10007","72h","USC00028904","TUZIGOOT",34.7706,-112.0264,1057.7,117.2,48,54.53
"CAVE BUTTES","AZ10007","72h","USC00028657","TONTO SPRINGS RS 4 W",34.6167,-112.75,1464,119.2,32,70.23
"CAVE BUTTES","AZ10007","72h","USS0011R10S","Promontory",34.37,-111.01,2417.1,120,43,121.56
"CAVE BUTTES","AZ10007","72h","USC00021654","CHINO VALLEY",34.7569,-112.4567,1447.8,121.6,56,47.82
"CAVE BUTTES","AZ10007","72h","USC00023498","GLOBE RS",33.3833,-110.7833,1083,122.8,71,58.13
"GIBSON","MT00571","24h","USS0012B17S","Wood Creek",47.45,-112.81,1816.6,17.2,48,48.51
"GIBSON","MT00571","24h","USC00240364","AUGUSTA",47.4925,-112.3969,1240.5,29.9,97,41.39
"GIBSON","MT00571","24h","USS0012B13S","Waldron",47.92,-112.79,1706.9,35.5,48,47.18
"GIBSON","MT00571","24h","USC00241737","CHOTEAU",47.8206,-112.1922,1172,49.1,109,37.01
"GIBSON","MT00571","24h","USC00241342","BYNUM 4 SSE",47.9261,-112.2919,1231.1,50.4,37,38.07
"GIBSON","MT00571","24h","USS0012A02S","Dupuyer Creek",48.06,-112.76,1752.6,51,43,60.67
"GIBSON","MT00571","24h","USC00247159","ROGERS PASS 9 NNE",47.19,-112.29,1280.2,57.9,46,44.65
"GIBSON","MT00571","24h","USS0012B14S","Copper Camp",47.08,-112.73,2118.4,58,48,52.8
"GIBSON","MT00571","24h","USC00242857","FAIRFIELD",47.615,-111.9861,1214,58.2,90,37.97
"GIBSON","MT00571","24h","USS0012B16S","Copper Bottom",47.06,-112.6,1585,61.4,47,35.55
"GIBSON","MT00571","24h","USS0013A15S","Badger Pass",48.13,-113.02,2103.1,61.9,45,59.7
"GIBSON","MT00571","24h","USC00247618","SIMMS 1 NE",47.4961,-111.9161,1084.5,64.5,28,37.67
"GIBSON","MT00571","24h","USC00246426","PENDROY 2 NNW",48.1167,-112.3333,1330.5,65.6,49,42.44
"GIBSON","MT00571","24h","USC00246302","OVANDO",47.0189,-113.1314,1252.4,70.5,65,30.52
"GIBSON","MT00571","24h","USC00245040","LINCOLN RS",46.9564,-112.6561,1408.2,72.2,55,33.37
"GIBSON","MT00571","24h","USC00245043","LINDBERGH LAKE",47.4083,-113.7125,1316.7,74.6,64,35.14
"GIBSON","MT00571","24h","USC00248021","SUN RVR 4 S",47.4772,-111.7375,1097.3,78.1,71,38
"GIBSON","MT00571","24h","USS0013B22S","Kraft Creek",47.43,-113.78,1447.8,78.8,46,46.18
"GIBSON","MT00571","24h","USC00246304","OVANDO 9 SSE",46.8819,-113.0564,1318.3,83,28,28.35
"GIBSON","MT00571","24h","USS0013B07S","North Fork Jocko",47.27,-113.76,1929.4,83.6,37,77.5
"GIBSON","MT00571","24h","USS0012C22S","Nevada Ridge",46.84,-112.51,2139.7,86.8,32,31.4
"GIBSON","MT00571","24h","USC00246700","POWER 6 SE",47.6544,-111.5981,1143,87.4,61,35.67
"GIBSON","MT00571","24h","USC00248501","VALIER",48.3119,-112.2492,1160.4,87.7,101,41.08
"GIBSON","MT00571","24h","USC00248087","SWAN LAKE",47.9161,-113.8389,944.9,87.8,30,42
"GIBSON","MT00571","24h","USC00241974","CONRAD",48.1736,-111.9503,1082,87.8,97,39.91
"GIBSON","MT00571","24h","USC00244241","HOLTER DAM",46.9908,-112.0117,1062.8,88.4,117,37.77
"GIBSON","MT00571","24h","USS0013A26S","Pike Creek",48.3,-113.33,1807.5,88.5,46,52.97
"GIBSON","MT00571","24h","USC00241552","CASCADE 5 S",47.2192,-111.7108,1024.1,89.8,108,44.48
"GIBSON","MT00571","24h","USS0013C31S","N Fk Elk Creek",46.87,-113.28,1905,90.3,48,36.95
"GIBSON","MT00571","24h","USS0013C38S","Lubrecht Flume",46.88,-113.32,1426.5,90.6,48,36.9
"GIBSON","MT00571","24h","USS0013B25S","Bisson Creek",47.68,-114,1499.6,93.2,34,44.99
"GIBSON","MT00571","24h","USC00241450","CANYON CREEK",46.8167,-112.25,1314.9,95.4,31,28.16
"GIBSON","MT00571","24h","USC00240755","BIGFORK 13 S",47.8769,-114.0336,908,99.9,64,42.58
"GIBSON","MT00571","24h","USC00246685","POTOMAC",46.8767,-113.5625,1124.7,100.7,46,28.82
"GIBSON","MT00571","24h","USC00248455","ULM 8 SE TRULY",47.3558,-111.4406,1016.8,103,22,48.69
"GIBSON","MT00571","24h","USW00024143","GREAT FALLS AP",47.4733,-111.3828,1117.7,104.5,89,37.78
"GIBSON","MT00571","24h","USC00243753","GREAT FALLS WFO",47.4614,-111.385,1129.3,104.5,26,37.21
"GIBSON","MT00571","24h","USC00240056","ADEL",47.0092,-111.6742,1529.2,105.2,56,48.57
"GIBSON","MT00571","24h","USC00247286","SAINT IGNATIUS",47.315,-114.0983,888.5,105.4,95,34.07
"GIBSON","MT00571","24h","USC00246635","POLSON",47.675,-114.1906,917.4,107.4,85,32.64
"GIBSON","MT00571","24h","USS0013A25S","Noisy Basin",48.16,-113.95,1841,108.2,48,83.77
"GIBSON","MT00571","24h","USC00246640","SKQ DAM",47.6775,-114.2419,832.1,111.2,76,33.39
"GIBSON","MT00571","24h","USW00024139","DRUMMOND AVIATION",46.6383,-113.1761,1219.2,111.6,63,26.92
"GIBSON","MT00571","72h","USS0012B17S","Wood Creek",47.45,-112.81,1816.6,17.2,48,67.64
"GIBSON","MT00571","72h","USC00240364","AUGUSTA",47.4925,-112.3969,1240.5,29.9,97,55.65
"GIBSON","MT00571","72h","USS0012B13S","Waldron",47.92,-112.79,1706.9,35.5,48,67.36
"GIBSON","MT00571","72h","USS0012B12S","Mount Lockhart",47.92,-112.82,1950.7,35.7,48,75.38
"GIBSON","MT00571","72h","USC00241737","CHOTEAU",47.8206,-112.1922,1172,49.1,109,48.42
"GIBSON","MT00571","72h","USC00241342","BYNUM 4 SSE",47.9261,-112.2919,1231.1,50.4,37,47.69
"GIBSON","MT00571","72h","USS0012A02S","Dupuyer Creek",48.06,-112.76,1752.6,51,43,84.99
"GIBSON","MT00571","72h","USC00247159","ROGERS PASS 9 NNE",47.19,-112.29,1280.2,57.9,46,60.96
"GIBSON","MT00571","72h","USS0012B14S","Copper Camp",47.08,-112.73,2118.4,58,48,84.22
"GIBSON","MT00571","72h","USC00242857","FAIRFIELD",47.615,-111.9861,1214,58.2,90,51.42
"GIBSON","MT00571","72h","USS0013A15S","Badger Pass",48.13,-113.02,2103.1,61.9,45,88.14
"GIBSON","MT00571","72h","USC00247618","SIMMS 1 NE",47.4961,-111.9161,1084.5,64.5,28,48.45
"GIBSON","MT00571","72h","USC00246426","PENDROY 2 NNW",48.1167,-112.3333,1330.5,65.6,49,55.15
"GIBSON","MT00571","72h","USC00246302","OVANDO",47.0189,-113.1314,1252.4,70.5,65,39.78
"GIBSON","MT00571","72h","USC00245040","LINCOLN RS",46.9564,-112.6561,1408.2,72.2,55,45.48
"GIBSON","MT00571","72h","USC00248021","SUN RVR 4 S",47.4772,-111.7375,1097.3,78.1,71,49.45
"GIBSON","MT00571","72h","USS0013B22S","Kraft Creek",47.43,-113.78,1447.8,78.8,46,67.62
"GIBSON","MT00571","72h","USC00246304","OVANDO 9 SSE",46.8819,-113.0564,1318.3,83,28,33.47
"GIBSON","MT00571","72h","USS0013B07S","North Fork Jocko",47.27,-113.76,1929.4,83.6,37,116.12
"GIBSON","MT00571","72h","USC00246700","POWER 6 SE",47.6544,-111.5981,1143,87.4,61,47.02
"GIBSON","MT00571","72h","USC00248087","SWAN LAKE",47.9161,-113.8389,944.9,87.8,30,56.3
"GIBSON","MT00571","72h","USC00241974","CONRAD",48.1736,-111.9503,1082,87.8,97,50.53
"GIBSON","MT00571","72h","USC00244241","HOLTER DAM",46.9908,-112.0117,1062.8,88.4,117,49.48
"GIBSON","MT00571","72h","USS0013A26S","Pike Creek",48.3,-113.33,1807.5,88.5,46,80.92
"GIBSON","MT00571","72h","USC00241552","CASCADE 5 S",47.2192,-111.7108,1024.1,89.8,108,58.61
"GIBSON","MT00571","72h","USS0013C31S","N Fk Elk Creek",46.87,-113.28,1905,90.3,48,50.85
"GIBSON","MT00571","72h","USS0013C38S","Lubrecht Flume",46.88,-113.32,1426.5,90.6,48,49.27
"GIBSON","MT00571","72h","USC00247978","SUMMIT",48.3161,-113.3542,1595,90.9,40,71.03
"GIBSON","MT00571","72h","USS0013B25S","Bisson Creek",47.68,-114,1499.6,93.2,34,62.47
"GIBSON","MT00571","72h","USC00240755","BIGFORK 13 S",47.8769,-114.0336,908,99.9,64,53.31
"GIBSON","MT00571","72h","USC00248455","ULM 8 SE TRULY",47.3558,-111.4406,1016.8,103,22,63.17
"GIBSON","MT00571","72h","USW00024143","GREAT FALLS AP",47.4733,-111.3828,1117.7,104.5,89,50.31
"GIBSON","MT00571","72h","USC00243753","GREAT FALLS WFO",47.4614,-111.385,1129.3,104.5,26,50.34
"GIBSON","MT00571","72h","USC00240056","ADEL",47.0092,-111.6742,1529.2,105.2,56,64.97
"GIBSON","MT00571","72h","USC00247286","SAINT IGNATIUS",47.315,-114.0983,888.5,105.4,95,42.82
"GIBSON","MT00571","72h","USC00246635","POLSON",47.675,-114.1906,917.4,107.4,85,40.7
"GIBSON","MT00571","72h","USS0013A25S","Noisy Basin",48.16,-113.95,1841,108.2,48,121.1
"GIBSON","MT00571","72h","USC00246640","SKQ DAM",47.6775,-114.2419,832.1,111.2,76,40.95
"GIBSON","MT00571","72h","USW00024139","DRUMMOND AVIATION",46.6383,-113.1761,1219.2,111.6,63,35.52
"MORROW POINT","CO01689","24h","USC00051609","CIMARRON",38.4433,-107.5569,2100.1,1.7,70,30.58
"MORROW POINT","CO01689","24h","USW00003060","MONTROSE 11 ENE",38.5439,-107.6928,2560.9,16.8,22,30.64
"MORROW POINT","CO01689","24h","USC00050754","BLACK CANYON OF THE GUNNISON",38.5547,-107.6872,2484.4,17.2,22,33.35
"MORROW POINT","CO01689","24h","US1COMT0015","MONTROSE 2.9 ESE",38.4633,-107.8225,1841.9,24.6,22,23.02
"MORROW POINT","CO01689","24h","USC00055722","MONTROSE #2",38.4858,-107.8792,1764.5,29.7,116,24.77
"MORROW POINT","CO01689","24h","USC00055717","MONTROSE 1",38.4833,-107.8833,1763.6,30.1,71,24.96
"MORROW POINT","CO01689","24h","US1COMT0013","MONTROSE 1.2 WSW",38.4709,-107.8911,1794.4,30.6,21,22.41
"MORROW POINT","CO01689","24h","USW00093013","MONTROSE RGNL AP",38.5053,-107.8981,1739.5,31.7,28,19.25
"MORROW POINT","CO01689","24h","USC00050797","BLUE MESA LAKE",38.4667,-107.1678,2306.7,32.5,49,23.11
"MORROW POINT","CO01689","24h","USC00057020","RIDGWAY",38.15,-107.7583,2148.5,38.5,38,30.05
"MORROW POINT","CO01689","24h","USC00056203","OURAY",38.0206,-107.6686,2389.6,49.2,60,33.19
"MORROW POINT","CO01689","24h","USC00053662","GUNNISON 3SW",38.5253,-106.9672,2323.2,50.6,99,23.87
"MORROW POINT","CO01689","24h","USC00052196","DELTA 3E",38.7539,-108.0278,1532.2,54.1,24,23.37
"MORROW POINT","CO01689","24h","USC00052192","DELTA",38.7531,-108.0783,1502.7,57.5,89,24.26
"MORROW POINT","CO01689","24h","USC00051440","CEDAREDGE",38.9,-107.9333,1903.2,60.4,80,27.95
"MORROW POINT","CO01689","24h","USC00051713","COCHETOPA CREEK",38.4431,-106.7617,2440.2,67.8,84,23.51
"MORROW POINT","CO01689","24h","USC00056012","NORWOOD",38.1317,-108.2864,2139.7,74.2,72,32.39
"MORROW POINT","CO01689","24h","USC00051741","COLLBRAN",39.2403,-107.9575,1832.8,94.8,93,29.55
"MORROW POINT","CO01689","24h","USC00057460","SARGENTS",38.4036,-106.4239,2582,97.4,65,28.33
"MORROW POINT","CO01689","24h","USC00056266","PALISADE",39.1136,-108.3506,1446.3,101.7,97,25.71
