"site","site_id","duration","station_id","name","lat","lon","elev_m","distance_km","n_years","mean_mm"
"CHAMPION CREEK DAM","TX01691","72h","USW00023034","SAN ANGELO",31.3714,-100.4925,610.8,106.8,80,85.73
"CHAMPION CREEK DAM","TX01691","72h","USC00414570","JAYTON",33.2542,-100.5731,612.6,111.5,67,89.27
"CHAMPION CREEK DAM","TX01691","72h","USC00415859","MERTZON",31.2667,-100.8167,679.4,112.8,36,77.72
"CHAMPION CREEK DAM","TX01691","72h","USC00417206","POST",33.1983,-101.3747,792.8,112.9,112,91.23
"CHAMPION CREEK DAM","TX01691","72h","USC00415013","LAMESA 1 SSE",32.7228,-101.9456,903.7,113.2,101,78.23
"CHAMPION CREEK DAM","TX01691","72h","USC00415891","MIDLAND 4 ENE",32.0186,-102.0258,846.1,113.7,79,74.78
"CHAMPION CREEK DAM","TX01691","72h","USC00414848","KNICKERBOCKER",31.2667,-100.6333,624.8,114.7,27,87.88
"CHAMPION CREEK DAM","TX01691","72h","USC00416484","NOVICE 1 E",31.9833,-99.6167,604.1,121.5,24,107.81
"CHAMPION CREEK DAM","TX01691","72h","USC00413579","GLEN COVE 2 NE",31.8897,-99.6294,628.8,123.7,24,106.87
"CHAMPION CREEK DAM","TX01691","72h","USC00418326","SILVER VALLEY",31.955,-99.5439,612.6,129,45,100.36
"CHAMPION CREEK DAM","TX01691","72h","USW00023023","MIDLAND ODESSA",31.9433,-102.1892,902.8,130.8,96,70.26
"CHAMPION CREEK DAM","TX01691","72h","USC00419711","WHITE RVR RSVR",33.4564,-101.0925,734.3,132.6,30,95.79
"CHAMPION CREEK DAM","TX01691","72h","USC00410779","BIG LAKE 2",31.2,-101.4625,833.3,133,46,80.04
"CHAMPION CREEK DAM","TX01691","72h","USC00418818","TAHOKA",33.17,-101.81,948.5,133.1,92,88.19
"CHAMPION CREEK DAM","TX01691","72h","USC00418566","SPUR",33.4792,-100.8761,700.1,133.3,90,82.46
"CHAMPION CREEK DAM","TX01691","72h","USC00416502","ODESSA",31.8797,-102.3592,887,148.2,59,70.05
"CHAMPION CREEK DAM","TX01691","72h","USC00418373","SLATON",33.4325,-101.6583,942.7,148.3,74,86.26
"CHAMPION CREEK DAM","TX01691","72h","USC00412741","EDEN",31.2211,-99.8503,624.2,151.5,71,104.67
"CHAMPION CREEK DAM","TX01691","72h","USC00412121","CROSBYTON",33.6608,-101.2778,930.2,158.4,129,87.04
"CHAMPION CREEK DAM","TX01691","72h","USC00412809","ELDORADO",30.8694,-100.5994,743.7,158.8,22,97.57
"CHAMPION CREEK DAM","TX01691","72h","USC00410248","ANDREWS",32.3483,-102.5517,972.9,159.3,45,78.4
"HIDDEN DAM","CA10244","24h","USC00041878","COARSEGOLD 1 SW",37.2503,-119.7053,679.7,22.2,25,70.48
"HIDDEN DAM","CA10244","24h","USC00040379","AUBERRY 2 NW",37.0919,-119.5128,637,32.9,90,68.87
"HIDDEN DAM","CA10244","24h","USC00046252","N FK RS",37.2328,-119.5097,806.2,35.8,67,87.19
"HIDDEN DAM","CA10244","24h","USC00045496","MEADOW LAKE",37.0833,-119.4333,1366.1,40,27,77.19
"HIDDEN DAM","CA10244","24h","USC00045346","MARIPOSA",37.4833,-119.9667,613,42.2,65,82.09
"HIDDEN DAM","CA10244","24h","USC00048380","SO ENTRANCE YOSEMITE NP",37.5122,-119.6331,1538.3,49.9,65,119.32
"HIDDEN DAM","CA10244","24h","USC00040755","BIG CREEK PH 1",37.2064,-119.2419,1486.8,57.8,49,85.92
"HIDDEN DAM","CA10244","24h","USC00044176","HUNTINGTON LAKE",37.2275,-119.2206,2139.7,60.2,71,89.8
"HIDDEN DAM","CA10244","24h","USC00042539","DUDLEYS",37.75,-120.1,915,73.7,62,91.69
"HIDDEN DAM","CA10244","24h","USC00049855","YOSEMITE PARK HQ",37.7503,-119.5897,1224.7,75.8,83,87.33
"HIDDEN DAM","CA10244","24h","USC00043672","GROVELAND RS",37.8231,-120.0983,958.6,81.5,48,93.27
"HIDDEN DAM","CA10244","24h","USC00045400","MATHER",37.885,-119.8561,1374.6,86.2,49,76.34
"HIDDEN DAM","CA10244","24h","USC00043551","GRANT GROVE",36.7375,-118.9619,2005.6,91.8,73,118.36
"HIDDEN DAM","CA10244","24h","USC00043939","HETCH HETCHY",37.9614,-119.7831,1179.6,95.1,102,80.56
"HIDDEN DAM","CA10244","24h","USC00044679","LAKE ELEANOR",37.9667,-119.8833,1421,95.3,41,103.72
"HIDDEN DAM","CA10244","24h","USC00041697","CHERRY VALLEY DAM",37.9747,-119.9161,1452.4,96.2,62,119.73
"HIDDEN DAM","CA10244","24h","USC00044204","IDRIA",36.4167,-120.6667,808,104,47,55.22
"HIDDEN DAM","CA10244","24h","USC00040820","ASPENDELL",37.2322,-118.5994,2581.7,114.6,32,54.52
"HIDDEN DAM","CA10244","24h","USC00043397","GIANT FOREST",36.5667,-118.7667,1955,116.3,44,138.07
"HIDDEN DAM","CA10244","24h","USC00045026","LODGEPOLE",36.6044,-118.7325,2052.8,116.8,49,127.23
"HIDDEN DAM","CA10244","24h","USC00043925","HERNANDEZ 2 NW",36.4167,-120.9167,659,120.1,36,53.77
"HIDDEN DAM","CA10244","24h","USC00047150","PRIEST VALLEY",36.1883,-120.6953,701,125.5,97,63.41
"HIDDEN DAM","CA10244","24h","USC00041277","CALAVERAS BIG TREES",38.2769,-120.3114,1431,135.1,85,118.41
"HIDDEN DAM","CA10244","24h","USC00041072","BRIDGEPORT",38.2575,-119.2286,1972.1,140,65,37.17
"HIDDEN DAM","CA10244","24h","USC00040943","BODIE CALIFORNIA ST HISTORIC P",38.2119,-119.0142,2551.2,144.4,53,40.66
"HIDDEN DAM","CA10244","24h","USC00048455","SPRINGVILLE 7 ENE",36.1667,-118.7,752.9,148.8,20,91.59
"HIDDEN DAM","CA10244","24h","USC00048463","SPRINGVILLE TULE HD",36.1933,-118.6567,1240.5,149.5,38,108.17
"HIDDEN DAM","CA10244","24h","USC00049582","W PT",38.3775,-120.5453,845.8,152.5,67,90.79
"HIDDEN DAM","CA10244","24h","USC00049583","WEST POINT 3 SW",38.3833,-120.5667,723,153.8,21,81.99
"HIDDEN DAM","CA10244","24h","USC00045933","MT HAMILTON",37.3433,-121.6347,1286.3,157.2,74,57.55
"HIDDEN DAM","CA10244","24h","USS0019L06S","Poison Flat",38.51,-119.63,2357.9,157.3,46,75.62
"HIDDEN DAM","CA10244","24h","USC00047689","SALT SPRINGS PWR HOUSE",38.5006,-120.2189,1127.8,157.4,48,92.24
"HIDDEN DAM","CA10244","24h","USC00048928","TIGER CREEK PH",38.4461,-120.4992,717.8,158.1,80,103.11
"HIDDEN DAM","CA10244","24h","USC00048781","TAMARACK",38.6,-119.9333,2457.9,165.7,23,84.87
"HIDDEN DAM","CA10244","24h","USS0019L05S","Blue Lakes",38.61,-119.92,2455.8,166.8,46,81.36
"HIDDEN DAM","CA10244","24h","USC00042331","DEEP SPRINGS COLLEGE",37.3739,-117.9803,1592.6,171,38,28.6
"HIDDEN DAM","CA10244","24h","USC00043038","FIDDLETOWN DEXTER RCH",38.525,-120.6981,661.4,172.9,76,81.04
"HIDDEN DAM","CA10244","24h","USS0019L39S","Spratt Creek",38.67,-119.82,1863.9,173.6,46,78.5
"HIDDEN DAM","CA10244","24h","USS0019L43S","Forestdale Creek",38.68,-119.96,2443.6,174.7,23,99.59
"HIDDEN DAM","CA10244","72h","USC00041878","COARSEGOLD 1 SW",37.2503,-119.7053,679.7,22.2,25,101.99
"HIDDEN DAM","CA10244","72h","USC00040379","AUBERRY 2 NW",37.0919,-119.5128,637,32.9,90,100.47
"HIDDEN DAM","CA10244","72h","USC00046252","N FK RS",37.2328,-119.5097,806.2,35.8,67,139.17
"HIDDEN DAM","CA10244","72h","USC00045496","MEADOW LAKE",37.0833,-119.4333,1366.1,40,27,123.49
"HIDDEN DAM","CA10244","72h","USC00045346","MARIPOSA",37.4833,-119.9667,613,42.2,65,129.09
"HIDDEN DAM","CA10244","72h","USC00048380","SO ENTRANCE YOSEMITE NP",37.5122,-119.6331,1538.3,49.9,65,185.95
"HIDDEN DAM","CA10244","72h","USC00040755","BIG CREEK PH 1",37.2064,-119.2419,1486.8,57.8,49,135.14
"HIDDEN DAM","CA10244","72h","USC00044176","HUNTINGTON LAKE",37.2275,-119.2206,2139.7,60.2,71,139.14
"HIDDEN DAM","CA10244","72h","USC00042539","DUDLEYS",37.75,-120.1,915,73.7,62,146.19
"HIDDEN DAM","CA10244","72h","USC00049855","YOSEMITE PARK HQ",37.7503,-119.5897,1224.7,75.8,83,144.31
"HIDDEN DAM","CA10244","72h","USC00043672","GROVELAND RS",37.8231,-120.0983,958.6,81.5,48,145.13
"HIDDEN DAM","CA10244","72h","USC00045400","MATHER",37.885,-119.8561,1374.6,86.2,49,119.73
"HIDDEN DAM","CA10244","72h","USC00043551","GRANT GROVE",36.7375,-118.9619,2005.6,91.8,73,189.72
"HIDDEN DAM","CA10244","72h","USC00043939","HETCH HETCHY",37.9614,-119.7831,1179.6,95.1,102,127.54
"HIDDEN DAM","CA10244","72h","USC00044679","LAKE ELEANOR",37.9667,-119.8833,1421,95.3,41,163.86
"HIDDEN DAM","CA10244","72h","USC00041697","CHERRY VALLEY DAM",37.9747,-119.9161,1452.4,96.2,62,188.9
"HIDDEN DAM","CA10244","72h","USC00044204","IDRIA",36.4167,-120.6667,808,104,47,78.13
"HIDDEN DAM","CA10244","72h","USC00040820","ASPENDELL",37.2322,-118.5994,2581.7,114.6,32,81.51
"HIDDEN DAM","CA10244","72h","USC00044881","LEE VINING",37.9567,-119.1194,2071.7,115.8,36,72.47
"HIDDEN DAM","CA10244","72h","USC00043397","GIANT FOREST",36.5667,-118.7667,1955,116.3,44,211.06
"HIDDEN DAM","CA10244","72h","USC00045026","LODGEPOLE",36.6044,-118.7325,2052.8,116.8,49,198.39
"HIDDEN DAM","CA10244","72h","USC00043925","HERNANDEZ 2 NW",36.4167,-120.9167,659,120.1,36,78.19
"HIDDEN DAM","CA10244","72h","USC00041277","CALAVERAS BIG TREES",38.2769,-120.3114,1431,135.1,85,199.85
"HIDDEN DAM","CA10244","72h","USS0019L08S","Leavitt Meadows",38.3,-119.55,2194,135.5,46,130.86
"HIDDEN DAM","CA10244","72h","USC00041072","BRIDGEPORT",38.2575,-119.2286,1972.1,140,65,48.14
"HIDDEN DAM","CA10244","72h","USC00040943","BODIE CALIFORNIA ST HISTORIC P",38.2119,-119.0142,2551.2,144.4,53,51.24
"HIDDEN DAM","CA10244","72h","USC00048455","SPRINGVILLE 7 ENE",36.1667,-118.7,752.9,148.8,20,135.13
"HIDDEN DAM","CA10244","72h","USC00048463","SPRINGVILLE TULE HD",36.1933,-118.6567,1240.5,149.5,38,162.24
"HIDDEN DAM","CA10244","72h","USC00049582","W PT",38.3775,-120.5453,845.8,152.5,67,137.49
"HIDDEN DAM","CA10244","72h","USC00049583","WEST POINT 3 SW",38.3833,-120.5667,723,153.8,21,143.4
"HIDDEN DAM","CA10244","72h","USC00045933","MT HAMILTON",37.3433,-121.6347,1286.3,157.2,74,86.93
"HIDDEN DAM","CA10244","72h","USS0019L06S","Poison Flat",38.51,-119.63,2357.9,157.3,46,113.86
"HIDDEN DAM","CA10244","72h","USC00047689","SALT SPRINGS PWR HOUSE",38.5006,-120.2189,1127.8,157.4,48,154.56
"HIDDEN DAM","CA10244","72h","USC00048928","TIGER CREEK PH",38.4461,-120.4992,717.8,158.1,80,164.3
"HIDDEN DAM","CA10244","72h","USC00048781","TAMARACK",38.6,-119.9333,2457.9,165.7,23,149.12
"HIDDEN DAM","CA10244","72h","USC00042331","DEEP SPRINGS COLLEGE",37.3739,-117.9803,1592.6,171,38,34.93
"HIDDEN DAM","CA10244","72h","USC00043038","FIDDLETOWN DEXTER RCH",38.525,-120.6981,661.4,172.9,76,126.98
"HIDDEN DAM","CA10244","72h","USC00041300","CALIF HOT SPRINGS RS",35.8833,-118.6833,900.1,173.5,23,112.36
"HIDDEN DAM","CA10244","72h","USS0019L39S","Spratt Creek",38.67,-119.82,1863.9,173.6,46,123.48
"HIDDEN DAM","CA10244","72h","USS0019L43S","Forestdale Creek",38.68,-119.96,2443.6,174.7,23,160.17
"BIG CREEK DAM NO. 1","CA00434","24h","USC00044176","HUNTINGTON LAKE",37.2275,-119.2206,2139.7,0.1,71,89.8
"BIG CREEK DAM NO. 1","CA00434","24h","USC00040755","BIG CREEK PH 1",37.2064,-119.2419,1486.8,3.1,49,85.92
"BIG CREEK DAM NO. 1","CA00434","24h","USC00045496","MEADOW LAKE",37.0833,-119.4333,1366.1,24.8,27,77.19
"BIG CREEK DAM NO. 1","CA00434","24h","USC00046252","N FK RS",37.2328,-119.5097,806.2,25.5,67,87.19
"BIG CREEK DAM NO. 1","CA00434","24h","USC00041878","COARSEGOLD 1 SW",37.2503,-119.7053,679.7,42.9,25,70.48
"BIG CREEK DAM NO. 1","CA00434","24h","USC00048380","SO ENTRANCE YOSEMITE NP",37.5122,-119.6331,1538.3,48.2,65,119.32
"BIG CREEK DAM NO. 1","CA00434","24h","USC00040820","ASPENDELL",37.2322,-118.5994,2581.7,55.1,32,54.52
"BIG CREEK DAM NO. 1","CA00434","24h","USC00040819","BISHOP CREEK INTAKE 2",37.2481,-118.5814,2485.3,56.7,42,45.08
"BIG CREEK DAM NO. 1","CA00434","24h","USC00043551","GRANT GROVE",36.7375,-118.9619,2005.6,59.3,73,118.36
"BIG CREEK DAM NO. 1","CA00434","24h","USC00045346","MARIPOSA",37.4833,-119.9667,613,71.7,65,82.09
"BIG CREEK DAM NO. 1","CA00434","24h","USC00044881","LEE VINING",37.9567,-119.1194,2071.7,81.5,36,53.13
"BIG CREEK DAM NO. 1","CA00434","24h","USC00045026","LODGEPOLE",36.6044,-118.7325,2052.8,81.9,49,127.23
"BIG CREEK DAM NO. 1","CA00434","24h","USC00043397","GIANT FOREST",36.5667,-118.7667,1955,84,44,138.07
"BIG CREEK DAM NO. 1","CA00434","24h","USC00045779","MONO LAKE",38,-119.15,1965.7,86,38,52.85
"BIG CREEK DAM NO. 1","CA00434","24h","USC00044679","LAKE ELEANOR",37.9667,-119.8833,1421,100.7,41,103.72
"BIG CREEK DAM NO. 1","CA00434","24h","USC00041697","CHERRY VALLEY DAM",37.9747,-119.9161,1452.4,103.1,62,119.73
"BIG CREEK DAM NO. 1","CA00434","24h","USC00040943","BODIE CALIFORNIA ST HISTORIC P",38.2119,-119.0142,2551.2,110.8,53,40.66
"BIG CREEK DAM NO. 1","CA00434","24h","USC00042331","DEEP SPRINGS COLLEGE",37.3739,-117.9803,1592.6,110.9,38,28.6
"BIG CREEK DAM NO. 1","CA00434","24h","USC00041072","BRIDGEPORT",38.2575,-119.2286,1972.1,114.4,65,37.17
"BIG CREEK DAM NO. 1","CA00434","24h","USC00262431","DYER 5S",37.6064,-118,1493.5,115.7,74,27.82
"BIG CREEK DAM NO. 1","CA00434","24h","USS0019L08S","Leavitt Meadows",38.3,-119.55,2194,122.6,46,86.17
"BIG CREEK DAM NO. 1","CA00434","24h","USC00048463","SPRINGVILLE TULE HD",36.1933,-118.6567,1240.5,125.6,38,108.17
"BIG CREEK DAM NO. 1","CA00434","24h","USC00048455","SPRINGVILLE 7 ENE",36.1667,-118.7,752.9,126.9,20,91.59
"BIG CREEK DAM NO. 1","CA00434","24h","USS0019L06S","Poison Flat",38.51,-119.63,2357.9,146.9,46,75.62
"BIG CREEK DAM NO. 1","CA00434","24h","USC00263512","HAWTHORNE",38.5156,-118.6208,1341.1,152.5,31,18.27
"BIG CREEK DAM NO. 1","CA00434","24h","USC00044389","JOHNSONDALE",35.9667,-118.5333,1427.1,153.2,20,79.39
"BIG CREEK DAM NO. 1","CA00434","24h","USC00263515","HAWTHORNE AP",38.55,-118.6667,1286.3,154.8,49,21.38
"BIG CREEK DAM NO. 1","CA00434","24h","USC00041300","CALIF HOT SPRINGS RS",35.8833,-118.6833,900.1,157.1,23,71.15
"BIG CREEK DAM NO. 1","CA00434","24h","USC00267463","SILVERPEAK",37.7617,-117.5658,1302.7,157.6,46,24.88
"BIG CREEK DAM NO. 1","CA00434","24h","USC00265168","MINA",38.3878,-118.1092,1396,161.7,106,23.1
"BIG CREEK DAM NO. 1","CA00434","24h","USC00268034","THORNE",38.6,-118.6,1281.1,161.9,27,18.82
"BIG CREEK DAM NO. 1","CA00434","24h","USS0019L40S","Monitor Pass",38.67,-119.61,2532.9,163.9,36,56.29
"BIG CREEK DAM NO. 1","CA00434","24h","USC00048781","TAMARACK",38.6,-119.9333,2457.9,164.8,23,84.87
"BIG CREEK DAM NO. 1","CA00434","72h","USC00044176","HUNTINGTON LAKE",37.2275,-119.2206,2139.7,0.1,71,139.14
"BIG CREEK DAM NO. 1","CA00434","72h","USC00040755","BIG CREEK PH 1",37.2064,-119.2419,1486.8,3.1,49,135.14
"BIG CREEK DAM NO. 1","CA00434","72h","USC00045496","MEADOW LAKE",37.0833,-119.4333,1366.1,24.8,27,123.49
"BIG CREEK DAM NO. 1","CA00434","72h","USC00046252","N FK RS",37.2328,-119.5097,806.2,25.5,67,139.17
"BIG CREEK DAM NO. 1","CA00434","72h","USC00040379","AUBERRY 2 NW",37.0919,-119.5128,637,30,90,100.47
"BIG CREEK DAM NO. 1","CA00434","72h","USC00041878","COARSEGOLD 1 SW",37.2503,-119.7053,679.7,42.9,25,101.99
"BIG CREEK DAM NO. 1","CA00434","72h","USC00048380","SO ENTRANCE YOSEMITE NP",37.5122,-119.6331,1538.3,48.2,65,185.95
"BIG CREEK DAM NO. 1","CA00434","72h","USC00040820","ASPENDELL",37.2322,-118.5994,2581.7,55.1,32,81.51
"BIG CREEK DAM NO. 1","CA00434","72h","USC00043551","GRANT GROVE",36.7375,-118.9619,2005.6,59.3,73,189.72
"BIG CREEK DAM NO. 1","CA00434","72h","USC00049855","YOSEMITE PARK HQ",37.7503,-119.5897,1224.7,66.5,83,144.31
"BIG CREEK DAM NO. 1","CA00434","72h","USC00045346","MARIPOSA",37.4833,-119.9667,613,71.7,65,129.09
"BIG CREEK DAM NO. 1","CA00434","72h","USC00044881","LEE VINING",37.9567,-119.1194,2071.7,81.5,36,72.47
"BIG CREEK DAM NO. 1","CA00434","72h","USC00045026","LODGEPOLE",36.6044,-118.7325,2052.8,81.9,49,198.39
"BIG CREEK DAM NO. 1","CA00434","72h","USC00043397","GIANT FOREST",36.5667,-118.7667,1955,84,44,211.06
"BIG CREEK DAM NO. 1","CA00434","72h","USC00045400","MATHER",37.885,-119.8561,1374.6,92,49,119.73
"BIG CREEK DAM NO. 1","CA00434","72h","USC00043939","HETCH HETCHY",37.9614,-119.7831,1179.6,95.3,102,127.54
"BIG CREEK DAM NO. 1","CA00434","72h","USC00042539","DUDLEYS",37.75,-120.1,915,96.8,62,146.19
"BIG CREEK DAM NO. 1","CA00434","72h","USC00044679","LAKE ELEANOR",37.9667,-119.8833,1421,100.7,41,163.86
"BIG CREEK DAM NO. 1","CA00434","72h","USC00043672","GROVELAND RS",37.8231,-120.0983,958.6,101.7,48,145.13
"BIG CREEK DAM NO. 1","CA00434","72h","USC00041697","CHERRY VALLEY DAM",37.9747,-119.9161,1452.4,103.1,62,188.9
"BIG CREEK DAM NO. 1","CA00434","72h","USC00040943","BODIE CALIFORNIA ST HISTORIC P",38.2119,-119.0142,2551.2,110.8,53,51.24
"BIG CREEK DAM NO. 1","CA00434","72h","USC00042331","DEEP SPRINGS COLLEGE",37.3739,-117.9803,1592.6,110.9,38,34.93
"BIG CREEK DAM NO. 1","CA00434","72h","USC00041072","BRIDGEPORT",38.2575,-119.2286,1972.1,114.4,65,48.14
"BIG CREEK DAM NO. 1","CA00434","72h","USC00262431","DYER 5S",37.6064,-118,1493.5,115.7,74,31.83
"BIG CREEK DAM NO. 1","CA00434","72h","USC00041075","BRIDGEPORT DAM",38.3167,-119.2167,1958,121,28,55.98
"BIG CREEK DAM NO. 1","CA00434","72h","USS0019L08S","Leavitt Meadows",38.3,-119.55,2194,122.6,46,130.86
"BIG CREEK DAM NO. 1","CA00434","72h","USC00048463","SPRINGVILLE TULE HD",36.1933,-118.6567,1240.5,125.6,38,162.24
"BIG CREEK DAM NO. 1","CA00434","72h","USC00048455","SPRINGVILLE 7 ENE",36.1667,-118.7,752.9,126.9,20,135.13
"BIG CREEK DAM NO. 1","CA00434","72h","USS0019L06S","Poison Flat",38.51,-119.63,2357.9,146.9,46,113.86
"BIG CREEK DAM NO. 1","CA00434","72h","USC00041277","CALAVERAS BIG TREES",38.2769,-120.3114,1431,150.9,85,199.85
"BIG CREEK DAM NO. 1","CA00434","72h","USC00263512","HAWTHORNE",38.5156,-118.6208,1341.1,152.5,31,21.55
"BIG CREEK DAM NO. 1","CA00434","72h","USC00044389","JOHNSONDALE",35.9667,-118.5333,1427.1,153.2,20,120.04
"BIG CREEK DAM NO. 1","CA00434","72h","USC00263515","HAWTHORNE AP",38.55,-118.6667,1286.3,154.8,49,24.96
"BIG CREEK DAM NO. 1","CA00434","72h","USC00041300","CALIF HOT SPRINGS RS",35.8833,-118.6833,900.1,157.1,23,112.36
"BIG CREEK DAM NO. 1","CA00434","72h","USC00044204","IDRIA",36.4167,-120.6667,808,157.2,47,78.13
"BIG CREEK DAM NO. 1","CA00434","72h","USC00267463","SILVERPEAK",37.7617,-117.5658,1302.7,157.6,46,31.06
"BIG CREEK DAM NO. 1","CA00434","72h","USC00265168","MINA",38.3878,-118.1092,1396,161.7,106,26.25
"BIG CREEK DAM NO. 1","CA00434","72h","USC00268034","THORNE",38.6,-118.6,1281.1,161.9,27,20.33
"BIG CREEK DAM NO. 1","CA00434","72h","USS0019L40S","Monitor Pass",38.67,-119.61,2532.9,163.9,36,81.18
"BIG CREEK DAM NO. 1","CA00434","72h","USC00048781","TAMARACK",38.6,-119.9333,2457.9,164.8,23,149.12
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00361350","CHALK HILL 2 ENE",39.8481,-79.5897,603.5,100.6,34,64.13
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00183402","FRIENDSVILLE 2 W",39.6667,-79.45,609.9,119.6,24,61.47
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00468777","TERRA ALTA #1",39.4467,-79.5469,801.6,126,52,64.88
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00364836","LAUREL MTN",40.2003,-79.1883,841.2,128.8,22,64.33
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00185832","MC HENRY 2 NW",39.5833,-79.3667,816.9,130.3,24,61.89
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00364839","LAUREL SUMMIT",40.1692,-79.1411,832.1,132.8,29,70.91
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00360736","BLAIRSVILLE 6 ENE",40.45,-79.15,624.2,135.9,40,67.47
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00180881","BITTINGER 2 NW",39.6167,-79.25,823.9,137.5,24,57.56
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00186620","OAKLAND 1 SE",39.4131,-79.4003,737.6,138.2,116,63.74
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00368249","SOMERSET MAIN STREET",40.0167,-79.0833,655.9,138.6,58,65.5
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00368244","SOMERSET",39.9969,-79.0833,640.1,138.9,76,59.87
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00368395","SPRINGS 1 SW",39.7333,-79.1667,762.9,139,32,66.42
"PIKE ISLAND LOCKS & DAM","WV06908","24h","US1MDGR0004","MC HENRY 4.8 SSE",39.4854,-79.3183,761.1,139.5,20,72.48
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00183795","GRANTSVILLE",39.7,-79.15,726,141.6,39,59.28
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00365686","MEYERSDALE 2 SSW",39.7808,-79.0411,609.6,147.5,57,63.12
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00365684","MEYERSDALE",39.8167,-79.0167,641,148.4,22,68.92
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00460527","BAYARD",39.2728,-79.3683,735.2,150.2,110,65.04
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00468807","THOMAS",39.15,-79.5,917.4,151.6,60,65.69
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00466293","MT STORM",39.2833,-79.2333,869,158.4,22,61.46
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00361073","BUCKSTOWN 1 SE",40.0631,-78.8422,749.8,158.6,20,64.39
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00462211","DAVIS 3SE",39.1025,-79.4264,1138.4,159.8,25,68.36
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00183415","FROSTBURG 2",39.6597,-78.9361,661.4,160.3,55,70.58
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00183410","FROSTBURG",39.65,-78.9333,652.9,160.9,68,72.1
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00460143","ALPENA 1 NW",38.9167,-79.6667,921.1,163.4,29,66.8
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00461397","CANAAN VALLEY #2",39.0483,-79.4406,991.8,163.4,20,64.33
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USW00003733","ELKINS 21 ENE",39.0131,-79.4742,1033.3,164.5,22,64.07
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00461393","CANAAN VALLEY",39.05,-79.4167,990.3,164.7,51,65.35
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00468536","STONY RIVER DAM",39.1333,-79.3,1036.9,165,43,66.87
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00462151","DAILEY 1 SE",38.7825,-79.8911,609.6,167.3,51,64.8
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00362298","DUNLO",40.2872,-78.7242,719.3,168.7,22,65.88
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00466991","PICKENS 1",38.6667,-80.2167,844.3,170.2,66,74.11
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00463464","GLADY 1 N",38.8072,-79.7172,865.6,171.6,37,63.67
"PIKE ISLAND LOCKS & DAM","WV06908","24h","USC00362466","EBENSBURG",40.4833,-78.7167,637,172.5,41,61.82
"PIKE ISLAND LOCKS & DAM","WV06908","72h","USC00361350","CHALK HILL 2 ENE",39.8481,-79.5897,603.5,100.6,34,80.26
"PIKE ISLAND LOCKS & DAM","WV06908","72h","USC00183402","FRIENDSVILLE 2 W",39.6667,-79.45,609.9,119.6,24,80.28
"PIKE ISLAND LOCKS & DAM","WV06908","72h","USC00468777","TERRA ALTA #1",39.4467,-79.5469,801.6,126,52,87.07
"PIKE ISLAND LOCKS & DAM","WV06908","72h","USC00364836","LAUREL MTN",40.2003,-79.1883,841.2,128.8,22,85.06
"PIKE ISLAND LOCKS & DAM","WV06908","72h","USC00185832","MC HENRY 2 NW",39.5833,-79.3667,816.9,130.3,24,79.52
"PIKE ISLAND LOCKS & DAM","WV06908","72h","USC00188315","SINES DEEP CREEK",39.5228,-79.4131,621.8,130.4,37,83.05
"PIKE ISLAND LOCKS & DAM","WV06908","72h","USC00364839","LAUREL SUMMIT",40.1692,-79.1411,832.1,132.8,29,88.86
"PIKE ISLAND LOCKS & DAM","WV06908","72h","USC00360736","BLAIRSVILLE 6 ENE",40.45,-79.15,624.2,135.9,40,87.6
"PIKE ISLAND LOCKS & DAM","WV06908","72h","USC00180881","BITTINGER 2 NW",39.6167,-79.25,823.9,137.5,24,78.62
